Drug,N_CellLines,Pearson_r,P_value,NegCorr
AR-42,11,-0.07136443427114102,0.834832106363097,True
IKK-2-INHIBITOR-V,13,0.06278796423719711,0.8385303926468454,False
PELITINIB,12,0.06472054508202231,0.8416129775062254,False
ERLOTINIB,10,0.06418145308957068,0.8429177424418456,False
NIRAPARIB,7,0.09144319441574392,0.8454094391417667,False
AXITINIB,12,0.06309542726380692,0.8455473502059749,False
QL-XII-47,12,-0.06072183365174837,0.8512995678848212,True
MPS-1-IN-1,12,0.06055807882812582,0.8516966633706139,False
GSK429286A,12,0.05936276575262463,0.8545961773320565,False
CAY10603,11,-0.06201027517152663,0.8562729048313364,True
VX-11E,12,0.04077434036214244,0.8570274329522726,False
EX-527,11,0.06048344377589588,0.859781233015921,False
SINULARIN,7,0.08088399183356643,0.8631357953287995,False
PLX-4720,12,-0.031034051393826083,0.8638746104891067,True
ALISERTIB,13,0.04071326422999791,0.8646786755910447,False
NINTEDANIB,13,-0.05037061770602766,0.870190870246936,True
CUDC-101,11,0.055442240445850444,0.8713806899208518,False
