Entrez_ID,TCGA-09-1664-01,TCGA-61-2094-01,TCGA-25-1312-01,TCGA-13-1409-01,TCGA-24-1416-01,TCGA-29-1769-01,TCGA-13-1489-01,TCGA-13-1482-01,TCGA-13-1504-01,TCGA-13-1492-01,TCGA-36-2530-01,TCGA-25-2409-01,TCGA-13-1497-01,TCGA-61-1995-01,TCGA-13-2065-01,TCGA-61-1918-01,TCGA-61-2613-01,TCGA-23-1122-01,TCGA-24-1464-01,TCGA-25-1322-01,TCGA-24-1103-01,TCGA-24-2289-01,TCGA-13-1511-01,TCGA-24-1431-01,TCGA-36-1570-01,TCGA-13-1488-01,TCGA-24-1435-01,TCGA-30-1887-01,TCGA-23-1121-01,TCGA-24-1436-01,TCGA-13-2061-01,TCGA-36-2537-01,TCGA-24-1474-01,TCGA-13-1501-01,TCGA-24-1555-01,TCGA-24-1562-01,TCGA-25-1628-01,TCGA-24-1558-01,TCGA-29-1705-01,TCGA-24-1920-01,TCGA-30-1891-01,TCGA-61-2008-01,TCGA-24-1927-01,TCGA-36-2544-01,TCGA-24-2024-01,TCGA-29-1693-01,TCGA-13-1485-01,TCGA-24-2030-01,TCGA-29-1702-01,TCGA-24-2033-01,TCGA-24-2298-01,TCGA-24-1544-01,TCGA-61-1914-01,TCGA-25-1313-01,TCGA-29-1766-01,TCGA-24-2261-01,TCGA-25-1318-01,TCGA-36-2532-01,TCGA-13-2059-01,TCGA-25-2399-01,TCGA-29-1698-01,TCGA-29-1688-01,TCGA-13-1494-01,TCGA-13-1507-01,TCGA-29-1690-01,TCGA-25-1631-01,TCGA-13-1500-01,TCGA-29-1696-01,TCGA-29-1771-01,TCGA-13-2066-01,TCGA-29-1711-01,TCGA-13-1483-01,TCGA-24-1422-01,TCGA-29-1763-01,TCGA-25-2397-01,TCGA-29-2427-01,TCGA-29-1785-01,TCGA-61-2088-01,TCGA-25-1623-01,TCGA-36-1577-01,TCGA-29-1768-01,TCGA-36-1569-01,TCGA-36-2534-01,TCGA-36-2549-01,TCGA-36-2547-01,TCGA-36-1578-01,TCGA-36-2542-01,TCGA-59-2351-01,TCGA-24-2290-01,TCGA-59-2348-01,TCGA-59-2352-01,TCGA-61-1915-01,TCGA-24-1565-01,TCGA-59-2372-01,TCGA-24-1548-01,TCGA-29-1762-01,TCGA-61-1727-01,TCGA-25-1323-01,TCGA-36-1580-01,TCGA-61-1741-01,TCGA-61-1911-01,TCGA-13-1404-01,TCGA-61-1907-01,TCGA-25-1329-01,TCGA-24-1557-01,TCGA-61-1910-01,TCGA-29-1770-01,TCGA-13-1410-01,TCGA-61-2087-01,TCGA-29-2431-01,TCGA-61-1724-01,TCGA-29-1710-01,TCGA-36-1571-01,TCGA-24-1553-01,TCGA-13-1487-01,TCGA-25-2396-01,TCGA-36-2545-01,TCGA-25-2404-01,TCGA-24-1430-01,TCGA-29-1697-01,TCGA-13-2060-01
7171,-0.4443,-0.4874,-0.544,0.1519,-0.2415,-0.3176,-0.3455,0.3619,0.2521,-0.7868,-0.1249,0.59,-0.083,-0.3944,-0.2838,-0.0867,0.0837,0.1504,-0.3935,-0.2491,-0.0332,0.2097,-0.0114,-0.1663,-0.0515,-0.1522,0.4418,0.3506,-0.0801,-0.0399,-0.2196,-0.2362,-0.1884,0.6431,-0.3492,0.1366,0.3558,0.1006,0.5637,-0.0829,0.4967,-0.0664,-0.0434,-0.0161,0.2719,0.3287,0.5924,0.8516,-0.1936,0.2904,0.0156,-0.8499,-0.4921,-0.3245,0.0527,-0.1998,0.1139,-0.4732,-0.0039,0.1668,0.3278,-0.3308,0.3828,0.0382,0.5507,-0.1339,0.1293,-0.3036,-0.4252,-0.5883,-0.0085,0.2526,0.6275,-0.4758,-0.0159,-0.1393,0.5308,-0.4823,-0.7095,-0.9667,0.6609,-0.012,-0.3164,0.0482,-0.2756,-0.5312,0.2543,-0.2523,-0.7283,0.2403,0.1678,-0.3273,-0.7128,-0.7452,-0.3004,-0.5349,-0.3222,0.1878,0.1701,-0.5396,-0.0858,0.0152,-0.9335,0.224,-0.3313,-0.3479,0.3763,0.4641,0.2269,0.0599,0.0168,0.0908,0.8658,0.2402,0.2993,-0.0577,-0.0488,0.1485,0.0844,-0.8751,-0.0582
7172,-0.4975,0.1463,0.0771,-0.0326,-0.5128,-0.0927,0.2218,0.0764,0.3091,0.1117,-0.3205,-0.5704,0.2118,-0.14,-0.0203,0.0987,-0.6516,-0.3486,-0.3536,-0.1741,-0.5292,-0.4689,-0.0582,0.6487,0.1536,-0.4775,0.4386,-0.5532,0.5009,-0.701,0.0911,-0.0844,-0.1155,0.3894,-0.1347,-0.6806,-0.4797,0.2885,-0.3969,0.1662,-0.2434,-0.1969,-0.0172,-0.168,0.3584,0.0738,-0.2239,1.3802,-0.252,-0.3475,-0.4996,0.1077,0.6197,0.2809,-0.3319,-0.128,0.0964,0.3407,0.0222,-0.6289,-0.2073,-0.1745,0.6388,-0.4079,-0.5136,-0.9365,-0.1421,-0.3291,-0.0961,0.6175,0.0545,-0.6541,-0.2942,0.1993,0.9325,-0.2816,-0.2968,-0.4596,-1.2911,0.0898,-0.345,-0.2181,-0.6847,-0.6829,1.1761,0.2865,0.263,-0.3627,-0.7866,-0.3967,0.1444,-0.0226,-0.2739,-0.3998,0.0886,0.2032,-0.5331,-0.4593,-0.1388,0.088,-0.4857,-0.1224,-0.4484,-0.3769,-0.5702,0.5585,0.0012,0.3733,-0.6001,-0.2089,-0.0871,0.0624,0.4101,0.0951,0.0318,-0.6047,0.1905,-0.331,-0.2507,-0.1882,0.2954
1200,-0.3948,-0.019,0.243,-0.6386,-0.4075,-0.0351,0.0892,0.1546,0.2842,0.5517,-0.3852,-0.0295,-0.0122,0.1048,0.0154,-0.2697,0.4851,-0.0893,0.042,0.2563,-0.7731,0.1761,-0.512,-0.2619,-0.1509,0.0589,0.1265,0.1533,0.0056,0.265,0.0863,-0.1951,-0.4068,0.3083,-0.2494,-0.2547,0.2024,-0.5194,0.1658,-0.473,-0.1072,-0.1354,-0.4178,-0.0334,-0.2672,-0.1624,0.007,-0.2946,0.0733,-0.2887,-0.4827,-0.3448,0.2969,0.2345,0.1559,0.4967,0.1493,-0.6248,-0.4947,0.3733,-0.071,-0.0148,-0.1233,0.4593,-0.0708,-0.1655,0.0131,-0.2399,0.1061,-0.3525,-0.0703,0.2534,0.2086,0.1906,0.6527,0.3736,0.0559,-0.6153,-0.2303,-0.8485,0.2375,-0.2784,-0.3062,-0.576,-0.4487,0.1225,0.3104,0.1809,0.1126,0.9311,0.0775,1.4964,0.2523,-0.3809,-0.1188,-0.4126,0.8216,-0.1044,-0.047,-0.2079,-0.031,-0.4473,0.0305,-0.0532,-0.0382,-0.2078,0.0393,0.292,-0.6114,-0.6039,-0.6864,0.287,-0.5707,-0.1712,-0.3335,-0.0309,-0.0575,0.1103,-0.0972,-0.9179,0.4639
7174,0.1026,0.0625,0.2958,0.6311,0.2155,0.1813,0.4349,-0.1877,-0.2645,-0.2799,0.5122,-0.1631,-0.0016,-0.0246,0.1132,0.2634,0.1906,0.1848,-0.352,-0.1508,-0.3684,-0.0494,0.1378,0.6948,-0.0986,0.0929,-0.0998,-0.0852,0.4957,0.1062,0.2346,0.2271,0.7115,-0.1202,-0.1336,0.2795,-0.1749,-0.0286,0.0166,0.2659,-0.1508,-0.0694,-0.0952,0.1311,-0.4001,-0.4215,-0.1854,-0.0623,0.0809,0.118,0.2493,-0.1087,-0.5856,-0.2922,-0.2149,0.075,0.3849,0.2749,0.113,-0.2851,-0.202,0.2351,-0.0143,-0.0527,0.1511,-0.6335,-0.0124,-0.1326,0.3171,0.6167,-0.387,-0.2163,0.3401,-0.0178,-0.186,-0.2053,-0.1747,-0.4588,-0.2035,0.5568,0.1405,-0.1376,0.098,0.4583,0.0951,-0.2989,0.0476,0.006,0.0062,-0.4555,-0.4053,-0.0545,0.0266,-0.3442,-0.4326,0.4012,-0.3018,0.0222,-0.3536,0.4651,-0.058,0.1305,-0.3871,-0.1151,0.0823,-0.0038,0.4668,-0.0698,0.0561,-0.178,0.0054,0.2542,-0.0042,-0.1343,-0.0148,-0.1755,0.0057,-0.2395,0.1568,-0.224,-0.2517
11076,0.7078,0.2764,-0.1986,1.3624,1.4837,0.1212,0.1022,0.7389,-0.5524,,,,-0.44,0.7188,,,,0.2664,-0.2408,-0.4395,0.9211,0.0553,-0.2339,1.3783,-0.1503,-0.1842,,,,,,,,,,,,,,-0.4326,0.0663,0.7232,,,,,,0.5878,-0.06,0.4422,0.6645,0.3078,1.0971,,,,0.2811,0.152,0.4643,,,0.5702,-0.1099,-0.1045,,,,1.4516,2.1388,-0.9829,0.6447,-0.1954,-1.4906,1.0161,0.0678,-0.3334,-0.4059,1.6955,-0.3968,-0.3097,-0.1565,0.309,,,1.1207,0.3808,-1.1259,-0.0952,0.0387,0.1404,-0.5613,,1.8101,,,,,,,,,,-0.1371,-0.2978,0.0141,,,,0.5466,0.2518,0.4867,,,,,1.3981,-0.4136,-0.1732,0.6605,,
51673,2.275,-0.39,-0.5662,0.903,2.3067,-0.0539,-0.0588,-0.1205,-0.7911,-1.8867,-1.2889,-0.4107,-0.9533,-0.8195,-1.0901,0.027,0.3479,-0.3858,-0.9266,-1.0123,-1.0607,-0.4396,-1.3359,-0.8788,0.3457,-0.2773,-1.2816,-0.4772,-1.874,-0.9745,-1.6338,-0.839,-1.1221,-1.0733,-1.1899,-0.6788,-0.284,-0.4448,-0.3716,-1.1385,-0.7795,-0.43,-0.9456,-0.925,-0.9828,-0.5232,0.5362,-1.2137,-0.1514,0.4144,-0.8017,1.0989,-0.9352,-1.2293,-0.9137,-1.6426,-0.569,-0.4573,0.356,-1.5718,-0.9715,-0.3071,-0.8287,-0.9087,0.2061,-0.9012,-1.0845,0.4543,1.9947,0.2565,-1.7369,-1.3837,-1.5234,0.7114,0.3178,-0.9111,-0.7107,1.1954,0.0948,-0.4141,-0.6323,-1.8783,-0.8949,-0.7563,1.5689,-0.8868,-0.8963,-0.6082,-0.6948,-0.4945,-0.6401,-0.4811,1.8871,1.0243,-0.7058,-0.715,-1.5444,-0.1593,-0.9728,0.9386,-0.4183,-0.8937,-1.0471,-0.3661,0.0053,-1.3953,-0.1864,-0.8726,-0.4833,0.1572,0.3177,-0.0528,0.6477,0.6128,-0.4587,2.2222,-0.5106,-0.3224,0.0488,-1.5199,-0.979
7175,0.0921,-0.0202,0.1607,0.365,-0.036,0.2557,0.1454,-0.0885,-0.0593,0.269,0.0122,-0.0633,0.0848,-0.0805,0.1336,0.2951,-0.1321,0.0242,0.1189,0.0841,-0.0313,-0.2947,-0.2753,0.1845,0.0439,0.1464,-0.2854,-0.0901,0.1381,-0.1001,0.1577,0.2218,0.3207,-0.183,0.2497,0.0192,-0.0241,0.2568,-0.0464,0.1887,0.1344,0.1746,-0.1251,-0.017,0.1192,-0.049,-0.0749,0.1234,0.2455,0.1752,-0.0755,0.0188,0.0075,-0.1525,0.0159,-0.0312,0.0176,0.3401,-0.135,0.0075,0.0269,-0.0485,0.12,-0.0018,-0.0631,-0.1569,-0.2066,0.0944,0.0313,0.2786,0.0661,0.0207,0.035,0.2737,0.0737,-0.1503,-0.0544,0.572,-0.0518,-0.3008,-0.2665,0.1311,0.2792,-0.112,0.4982,-0.122,-0.0609,-0.0139,0.1009,-0.0268,-0.014,0.3203,0.0544,0.3665,0.1478,-0.0127,-0.0214,-0.0189,0.1131,0.3741,-0.0044,0.0496,0.0521,0.0148,0.1393,0.4014,-0.0299,0.082,0.1385,0.1434,-0.1525,0.0183,0.1313,0.1744,0.1557,0.0006,-0.1337,-0.0599,-0.1973,0.0577,0.1093
127262,-0.4244,-0.1966,0.0273,0.2376,0.1619,-0.0581,0.3154,-0.0541,0.2332,-0.3697,-0.4332,0.0483,-0.4344,0.2722,-0.1346,-0.1716,0.7477,0.1064,0.2988,0.2006,-0.2056,-0.0527,-0.4348,0.0766,0.1086,0.0009,-0.1929,-0.1116,0.576,0.1417,-0.2991,-0.1148,0.051,0.36,-0.1317,-0.0923,-0.0373,,,-0.2871,0.4836,0.1201,-0.2833,0.0493,0.0431,-0.2968,0.0457,-0.2103,0.004,-0.1282,0.4751,0.088,0.1387,0.5717,0.3054,0.048,0.0169,-0.2061,0.4039,-0.0304,-0.0954,-0.2135,-0.1526,0.1547,-0.244,-0.2126,-0.0979,-0.21,0.0776,-0.4028,0.0836,0.202,0.127,0.3184,0.3835,-0.1793,0.1088,0.2002,-1.5054,0.6024,0.4757,0.218,0.2436,-0.0009,0.1396,-0.3523,-0.3805,,,,-0.0923,0.1911,0.1878,0.1384,0.1791,0.3524,-0.1667,0.1053,-0.1299,-0.1587,0.1262,-0.2043,-0.0505,-0.1689,0.04,0.4494,-0.0576,-0.0568,0.2246,0.0391,-0.1719,0.2607,0.3222,-0.1294,-0.2653,-0.0363,-0.5098,0.0268,-0.0651,-0.1631,0.3586
51002,0.0521,-0.196,0.1028,0.4455,0.0127,-0.0102,0.3238,-0.0366,0.0233,-0.1109,-0.2737,-0.0176,-0.0625,0.2544,-0.3686,-0.0352,-0.1291,-0.1833,-0.2439,0.089,-0.0597,0.2363,0.2629,-0.5493,0.3225,-0.0437,-0.1688,-0.2766,-0.4458,0.1187,-0.086,0.0235,0.0905,0.1512,0.3357,0.3708,0.1521,-0.2619,-0.1623,0.4236,0.0888,0.4781,-0.1734,0.0489,0.0496,0.2822,0.1078,-0.1882,0.3753,-0.0317,-0.0019,-0.3559,0.7858,0.3523,-0.0779,-0.1627,0.1441,0.0313,0.0994,0.2011,0.1802,-0.102,-0.2114,-0.0594,0.1692,-0.0448,0.0951,0.264,-0.3601,-0.4061,0.3237,0.5569,0.2563,-0.0883,0.2102,-0.0097,-0.1436,-0.0759,-0.8461,0.1749,-0.1967,0.3519,-0.2544,0.0334,0.1839,0.4601,-0.0978,-0.205,-0.1432,-0.213,0.1085,0.2772,0.0357,-0.1082,-0.2382,-0.2219,0.1153,-0.1376,0.1944,-0.0339,-0.0548,0.007,0.5676,0.2464,0.1362,0.5221,0.0313,-0.1239,0.1447,0.2475,-0.0305,-0.0618,-0.2102,-0.2464,-0.1243,-0.2681,-0.294,-0.3822,-0.214,-0.2955,0.043
286262,,,,-0.7358,-0.1002,0.3101,,,,-0.2909,-0.0623,1.0694,-0.0015,-0.4868,-0.4305,0.4321,0.5025,0.4939,0.2479,-0.2431,0.0532,-0.1611,0.7838,,,,0.0694,-0.4127,-0.8553,0.3227,-0.2195,0.1835,0.6844,0.2243,-0.0946,-0.0002,0.2757,-0.3549,0.4804,-0.3348,0.6806,0.4725,1.1531,0.138,-0.5981,-0.0163,-0.1771,,,,0.2632,-0.0716,0.4257,,,,0.4104,0.0514,0.2324,0.0916,-0.6924,,,,-0.4218,-0.2775,-0.3136,,,,,,,-0.1869,0.0499,0.1479,0.2,0.068,0.6733,,,,-0.1702,-0.014,-0.3223,0.5166,0.1711,-0.0372,0.2321,1.214,,,,0.0077,-0.1987,-0.0242,,,,,,,-0.0002,0.2077,0.1134,0.0697,0.2668,0.0334,-0.25,-0.0208,0.1578,-0.1831,0.3067,0.1376,-0.2428,,,0.1663,-0.0492,-0.3965,-0.4134
7177,-0.9928,-1.1064,-1.4017,0.1339,-1.0953,-0.492,-0.4464,0.55,-0.2666,-0.7859,-1.7694,-1.8158,-0.5307,-0.4003,0.9809,-0.3094,1.7814,0.1033,-0.2305,-0.2373,-0.8872,-0.0726,-1.2165,0.9639,-0.5089,-0.0238,-0.2423,0.7688,0.6021,-1.3812,-1.3422,-1.5673,-0.1992,0.5257,0.1126,0.9644,0.6449,-1.0045,-0.0982,-0.335,0.3574,-1.0422,-0.8353,-0.915,-0.8362,0.2382,1.4749,-1.1253,-0.5185,-1.3893,-1.0382,-1.1817,0.2099,-0.2897,1.0655,-0.1003,-1.1006,-1.3095,-0.3028,0.0913,0.0297,0.1226,0.5231,0.6551,0.2287,-0.2967,1.6741,-0.801,0.7634,-0.6802,-0.689,0.2841,0.2691,-0.6537,-0.3562,1.2842,0.3394,-0.7506,1.5111,-0.5413,1.0614,1.2942,-0.4308,0.2264,-0.8651,-0.6101,-0.4771,-0.6178,-0.9899,-0.2514,-1.4181,-0.1084,-1.4246,-1.2734,-1.5831,-1.6479,-0.1454,-0.6749,0.5163,-1.0362,-0.7544,-0.4922,-1.0503,0.853,-0.3829,-0.7597,0.4721,0.3082,-0.6312,0.1277,-0.1994,-0.3118,-1.1959,-0.9583,0.9974,1.6567,0.4173,0.1843,0.4504,-1.0868,0.0125
8460,,,,0.4272,-1.0557,-0.9788,0.0697,0.8745,0.9825,-0.0758,0.0454,0.1726,,,0.2861,0.0348,0.123,0.0607,-0.0647,0.0459,,,,1.1425,0.1166,0.3378,-0.2703,0.2142,0.2009,0.0489,-0.3826,0.1396,-1.4095,0.1467,-0.5987,-0.5747,0.4511,,,-0.3755,-0.7456,0.431,0.0992,-0.2051,0.3938,0.7429,0.5364,-1.1907,-0.1384,0.3846,,,,,,,,,,0.1312,0.002,-0.4749,0.5504,0.2288,0.2383,-0.3858,0.1089,,,,,,,-0.1193,-0.3257,0.2229,-0.0318,0.1602,0.9875,-0.2084,0.5576,0.1477,-0.4097,-0.7654,-0.4623,-0.8789,-0.7654,-0.0842,-0.9702,-0.416,0.8771,-0.2095,-0.4801,0.6482,0.9866,0.6231,-0.3714,0.924,0.5067,0.2844,0.0433,0.2964,-0.3562,0.2165,-0.045,-0.728,0.5814,1.1437,0.9199,0.3788,1.2985,0.4916,-0.7173,,,,,0.1635,0.1065,-0.0069,0.0092
7178,0.0827,0.1373,0.2099,-0.2688,0.1082,0.4793,-0.0342,-0.1764,0.0581,-0.2213,0.4045,0.1117,0.2567,-0.1121,-0.3911,-0.3786,0.2023,-0.135,-0.4096,0.0591,0.0496,0.0772,-0.0584,0.4032,-0.192,0.0119,0.1029,0.1442,0.3082,0.1813,0.5986,0.1794,-0.6439,0.0135,-0.4449,0.2089,0.159,-0.0292,0.3316,-0.2233,-0.189,-0.5653,0.4091,0.6466,-0.1057,-0.0567,-0.0016,0.283,-0.2885,0.1675,0.2217,-0.517,-0.3004,-0.1003,0.1786,-0.2903,0.0893,0.0685,0.0203,-0.2126,-0.0026,-0.1596,0.0943,0.3923,0.0238,-0.2264,0.038,-0.2981,-0.2627,0.2159,0.4507,0.0745,0.7476,-0.1428,-0.1426,-0.0995,0.3969,-0.5225,0.6286,0.0899,0.1418,-0.4884,-0.4289,0.7736,-0.1209,0.1799,0.0501,-0.1023,-0.1346,-0.1351,-0.0621,-0.2769,-0.1151,0.0443,-0.1732,-0.0796,0.1765,0.4443,0.1822,-0.109,0.2356,0.0276,0.0128,-0.2917,-0.5801,0.1469,0.2785,-0.1629,-0.3582,-0.0507,-0.27,0.1973,0.1405,-0.2522,0.0801,-0.2635,-0.1786,0.0056,0.382,0.132,0.2815
22974,-0.4546,0.3986,0.3047,-0.524,-0.3905,0.7957,-0.467,-0.4962,0.0773,1.2001,0.2047,-0.3694,0.0698,-0.1575,-0.0175,-0.1992,-0.4211,0.1993,-0.0605,0.9435,-0.4874,-0.6829,0.141,-0.2014,-0.3872,-0.2517,-0.0217,-0.1195,0.7552,0.3353,0.184,0.132,0.1755,-0.0381,-0.5296,-0.3618,-0.1129,0.2781,0.0534,0.3434,-0.2572,-0.4846,0.0168,-0.2027,-1.1322,-0.9228,-0.5194,0.3793,0.3587,0.1034,0.2077,-0.2045,-0.8627,-0.4464,-0.2933,0.769,-0.1208,0.3087,-0.5638,-0.1108,0.2946,0.3266,0.1116,0.141,-0.7217,-0.0318,-0.4129,-0.0917,-0.4358,1.2678,-0.9808,-0.3455,-0.3176,-0.3124,-0.3802,-0.2448,0.2887,0.1596,1.0697,0.1305,0.3971,-0.8694,0.0365,-0.8732,1.0786,-0.6008,-0.3909,0.1233,0.3023,0.0028,-0.7385,-0.7522,-1.1297,-0.2378,0.5607,0.6303,0.0031,0.0199,-0.0382,0.6052,-0.0491,0.568,-0.248,-0.0016,-0.0268,-0.0672,0.0157,0.9098,0.782,0.092,-0.0339,-0.419,0.0592,-0.5872,-0.0227,0.4435,0.1089,-0.3932,0.1906,0.329,0.2125
29896,0.0937,-0.0601,0.1283,0.0474,0.2932,-0.2802,-0.0051,0.1004,0.3727,0.6017,0.187,0.041,-0.2756,0.2085,0.0311,-0.0113,-0.514,-0.4591,-0.1068,0.2712,0.0979,0.5103,0.329,0.3083,-0.7139,-0.2954,-0.0989,-0.1044,-0.1129,-0.2705,-0.0538,-0.0094,0.0378,0.0652,-0.0221,-0.1456,-0.0611,0.2603,0.0175,-0.106,0.2151,-0.2155,-0.0191,0.1632,0.2172,0.1008,0.1832,0.1815,0.5954,-0.0077,-0.2606,-0.3386,-0.0077,0.3946,-0.2469,0.1618,-0.0251,-0.1299,-0.0431,-0.1669,0.3989,0.0494,0.0821,0.2674,0.1464,0.0628,0.044,0.0773,-0.3089,0.8042,0.403,-0.0533,0.7137,0.0226,0.4212,0.0225,0.2281,0.8359,0.0113,-0.2629,-0.6931,-0.3493,0.0285,0.4356,-0.3312,-0.0614,-0.1284,-0.0706,0.1735,-0.1353,0.1124,0.0522,0.0382,-0.1912,0.0328,0.4073,0.4925,-0.0537,0.0856,0.0683,-0.1817,-0.1204,0.2014,-0.1913,-0.3237,-0.0429,-0.3324,-0.0416,-0.2158,0.3586,-0.1835,-0.2147,0.099,-0.4102,0.271,-0.1974,-0.0388,-0.0634,-0.2891,0.0042,-0.1409
6434,0.211,0.0167,0.3024,0.2016,0.0933,0.2189,0.0932,0.0461,-0.0753,0.299,0.0179,0.1292,0.3125,0.0295,0.3788,0.5872,0.0989,0.1919,0.1551,-0.0784,0.0385,-0.3561,-0.1299,-0.0275,0.0054,-0.0609,-0.1058,0.0616,0.1634,0.0231,-0.0551,-0.0731,0.1714,-0.1827,0.1562,0.1321,0.0036,0.4751,-0.2555,0.0961,-0.1702,0.2353,-0.0688,0.2199,0.0743,0.0157,-0.2088,0.0761,0.3495,0.1302,-0.0308,0.1322,-0.0007,-0.222,0.1244,0.1172,-0.1955,0.328,-0.0498,0.0326,0.2366,0.1498,0.0309,0.2051,-0.0404,0.0286,-0.1381,-0.0354,-0.0745,0.3082,0.128,-0.0752,-0.5453,0.0547,-0.0999,-0.2287,0.0043,0.2551,-0.2307,0.1334,0.021,0.015,0.3123,-0.25,0.3299,0.1958,-0.0212,-0.0095,0.0031,-0.2263,0.0248,-0.0152,-0.0226,0.4505,0.0768,0.1075,0.1629,0.121,-0.0307,0.6393,0.0242,0.1416,0.2134,0.0622,0.1905,0.5857,0.0213,0.1061,-0.0107,0.2529,0.09,-0.0244,0.2151,0.196,0.1217,-0.1379,-0.1045,-0.0153,-0.1887,0.3815,-0.1122
80305,-0.058,0.6495,0.0414,-0.5863,-0.0603,0.1234,0.7625,0.1495,-0.1248,0.1138,0.0549,0.2075,0.1063,0.0762,0.4195,0.3496,-0.1025,0.2181,0.1673,-0.1095,0.1593,0.0224,-0.1811,0.3122,0.3916,0.4473,-0.0172,0.279,-0.3882,-0.1969,-0.067,-0.0883,,,0.1523,0.0141,0.1498,,,0.3474,0.2888,-0.1675,,,0.5079,0.2485,0.143,-0.2819,-0.2554,-0.23,0.4772,0.1624,0.0,-0.0941,-0.1386,0.1032,0.1828,0.1002,-0.3012,0.2167,-0.1435,0.2115,0.2081,0.0014,,,,-0.1619,-0.2263,-0.3071,0.1973,-0.3257,-0.0712,-0.0204,-0.298,0.6601,,,,-0.4198,0.2321,-0.3239,,,,,,0.1765,0.1792,0.1496,-0.0208,-0.1897,-0.2924,-0.2804,0.0263,-0.2078,,,,-0.2499,0.441,-0.009,-0.253,-0.2311,-0.3282,0.0236,0.2546,0.1212,0.192,-0.279,0.2254,0.1844,0.5977,-0.3041,-0.4691,0.0579,0.4351,0.0743,0.5267,0.0273,0.1169
8717,0.3124,0.4709,-0.0985,0.1465,0.1145,0.1614,-0.028,0.0003,-0.005,-0.6281,-0.1854,-0.1844,0.4558,-0.0641,0.0672,0.1349,0.3368,0.2395,0.0604,0.1171,-0.0125,-0.0016,-0.1692,0.235,-0.0562,0.346,0.2995,0.0984,-0.4422,0.286,-0.0705,-0.2092,-0.0481,0.0177,-0.0302,-0.0235,0.0325,-0.1591,-0.0394,-0.0915,0.1159,-0.0561,0.0748,0.3315,-0.0909,-0.1422,0.1165,-0.0472,-0.2077,-0.0969,0.0844,-0.274,-0.2774,0.3447,0.3747,0.3067,-0.089,0.3494,-0.0788,-0.1948,-0.1212,0.2965,-0.1621,-0.0271,0.2965,0.0286,-0.0384,0.15,0.2124,-0.2173,0.3426,0.1756,-0.0132,0.1259,0.1235,0.4436,-0.0133,-0.3278,-0.0372,0.1814,0.5254,0.1091,0.0367,0.3905,-0.2108,0.12,0.0967,0.6467,0.0038,0.3143,-0.1371,0.1685,0.2288,-0.6589,-0.4265,-0.4133,0.4219,-0.1991,0.3109,-0.2185,0.2214,-0.1414,-0.0724,-0.0723,0.0123,-0.2852,0.4281,0.095,0.0093,-0.0424,0.4474,0.0667,-0.4306,0.1091,-0.2686,0.3976,0.0529,0.1456,0.2332,-0.3296,0.1887
7186,,,,-0.3877,0.0537,0.4033,-0.2786,0.1555,-0.0231,0.3969,-0.0079,-0.0992,0.2358,-0.0809,-0.4152,-0.3242,-0.1223,-0.421,-0.5891,0.2833,-0.2473,-0.0298,0.6947,-0.1718,-0.1061,-0.0664,0.1815,0.1372,0.529,0.2531,-0.1954,-0.0455,-0.1491,0.2807,-0.1633,0.0127,0.2528,-0.6098,0.2569,-0.3351,0.0643,-0.0723,0.0432,-0.3814,-0.391,-0.1756,0.1202,0.1184,-0.3317,-0.2111,0.2316,-0.097,0.2199,0.1013,-0.2696,-0.0788,0.0633,0.1286,0.0524,-0.3129,-0.2721,-0.1595,-0.0262,-0.1116,0.5406,-0.1852,-0.1042,0.0388,0.166,0.0759,-0.4288,-0.7,-0.5114,-0.28,-0.3064,0.1982,0.0556,0.1793,0.2984,0.0765,-0.1745,-0.3805,0.0062,0.2725,0.0964,-0.1637,0.1502,0.2457,0.2326,0.0252,-0.3886,-0.2381,0.534,-0.1211,0.2116,-0.0223,-0.0661,-0.1365,-0.4924,0.064,-0.0421,0.2226,-0.1069,0.1249,-0.1574,0.2549,0.2588,-0.0532,0.1223,0.3539,-0.0226,-0.1082,-0.3697,0.5075,-0.15,-0.102,0.0015,-0.1029,-0.1062,0.1571,-0.2554
7187,,,,,,,,,,0.3639,-0.1813,0.2297,0.2574,0.0874,-0.3465,0.3846,0.0224,,,,-0.005,0.1987,0.1013,,,,0.3792,-0.0732,0.3201,-0.1083,0.0347,0.2177,,,-0.1687,-0.3586,-0.6029,-0.9767,0.2904,0.2255,0.2025,0.9918,,,-0.1278,-0.2229,-0.3708,0.5076,0.4014,0.0921,-0.6837,0.4503,0.1261,0.6596,0.1031,-0.1549,-0.0836,0.062,-0.8741,0.0397,-0.7728,,,,,,,,,,-0.0574,0.086,-0.1928,,,,-0.1755,-0.4108,0.0902,,,,-0.0872,0.0918,,,,,,,0.1607,0.1548,0.1552,-0.7493,-0.4167,1.4155,-0.0323,0.0444,-0.0216,,,,0.6252,0.5586,0.1059,0.3187,0.0914,-0.1641,-0.6211,0.5113,0.0187,,,,,0.0564,0.273,,,0.2725,0.0754
