Gene,Entrez ID,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
GGPS1,9453,0.2858794222903885,7.507115151875878e-14,119,0.3812198168593538
EEF1E1,9521,0.19081614041969,4.277016068548277e-09,119,0.25624719061445833
TECR,9524,0.26393659326424856,4.652475061181497e-13,119,0.3618929728582422
RAB3D,9545,0.14707648902821321,4.421709838565713e-05,119,0.13339984583814157
SEC22B,9554,0.10127373913043478,0.00031699252281209043,119,0.10533071807370031
CHD1L,9557,0.0789444347826087,0.026368723248058407,119,0.041447511306190954
PDIA4,9601,0.24061558263100044,5.774799286210603e-12,119,0.33425149623825745
CD47,961,0.2234013199577613,0.0006983486988032938,119,0.09394333892466289
ARHGEF10,9639,0.25253213333333335,4.488845488986825e-05,63,0.24057088015713335
IPO13,9670,0.09157612393681655,0.011810270768895249,108,0.05831499724297773
TGS1,96764,0.24494352300242128,2.332475563637825e-07,116,0.20985274137254561
KDM4A,9682,0.12334706113880878,1.5221779487830274e-05,117,0.1507409029090735
LRRC14,9684,0.329889385665529,3.416964884062944e-10,119,0.2870393919784028
UBE3C,9690,0.20817330459770114,1.1846638528065104e-15,119,0.42309192767650317
PPP6R2,9701,0.2020174657534247,0.008178719723719845,61,0.11267112203076368
ECE2,9718,0.1965589757412399,0.004409489371876733,81,0.09811296081336929
TMEM63A,9725,0.14706752888429042,0.0003778040806341316,104,0.11707340912433561
KMT2B,9757,0.09943521944922552,0.02983526329927745,71,0.06656343875278603
LZTS3,9762,0.15307197802197808,0.03122698842375913,49,0.09496325363886193
TM9SF4,9777,0.10951120481927712,0.0011302570605020207,119,0.08697500560685056
SPCS2,9789,0.10001386817416405,0.003397682773266167,119,0.0710035636701406
PTDSS1,9791,0.16597526842362123,0.00045294173975555846,119,0.10019303916986211
KEAP1,9817,0.1466912119575004,3.1950193505024435e-07,113,0.2105587165547428
ARHGEF17,9828,0.0882972481136263,0.0010795919566302988,119,0.0876394461047153
GAB2,9846,0.21136646472943832,7.47283956417208e-08,116,0.22503308349517548
C2CD5,9847,0.21200168539325842,3.1138553753439914e-08,119,0.23120917029686994
CEP170,9859,0.07237067660550457,0.02059116829621518,119,0.044973856736444495
SETDB1,9869,0.07749033299354395,0.003730556318286563,119,0.06964662238678387
FCHSD2,9873,0.11803842572062079,9.851311062260743e-05,116,0.12506387577649936
OSBPL2,9885,0.20241838586437447,5.548008891928526e-10,117,0.2853595034945787
THRAP3,9967,0.07992991163752584,0.00010658824033360529,119,0.12092749428727467
NUP153,9972,0.1769974150664697,1.905298563739887e-12,119,0.34655921559397285
SCO2,9997,0.19335108069164264,0.00013140178614971465,116,0.12086523837338514
