Biomarker_AMP,BiomarkerCluster,TargetGene_AMP,OncogeneAddiction,Beta,T-stat,P-value,EffectSize,CI_Lower,CI_Upper,n_Lines,MeanCNA,MeanEffect,PredictedEffect_CNA2,MeanEffect_CNA6plus,DeltaEffect_CNA6minusPred2,FDR,Pair,Biomarker_Unified,TargetGene_Unified,CNA_P_one,CNA_Q,CNA_EffectSize,CNA_Delta,Expr_P_one,Expr_EffectSize,Expr_Delta,Validated
115908,"115908, 81034",102157402,False,-0.1427579586842423,-4.599336837941138,4.238379996567608e-06,-0.3222239767378383,-0.2035929154152702,-0.0819230019532143,17,4.0588235294117645,-1.059285763697982,-0.7653723193480713,-1.5009297165811644,-0.7355573972330931,0.0019299398535637,115908_102157402,115908,102157402,1.0802631918914495e-06,0.0009628704432297,-0.3344337770845758,-0.7426107050681241,0.0097036534348741,-0.265611227213333,-0.5542158312083494,True
116228,116228,8454,False,-0.1008681932484731,-4.569138796447233,4.897323932632791e-06,-0.4539736578568333,-0.1441363089175255,-0.0576000775794207,17,3.823529411764706,-0.8851879474337022,-0.7012518303335455,-1.2412905346636771,-0.5400387043301316,0.0021528982867221,116228_8454,116228,8454,5.1087011053848e-06,0.0034309628637217,-0.438551315908787,-0.5521335291341052,0.0156991241220917,-1.0014099286412117,-0.5079099828631064,True
116228,116228,6502,False,-0.1578322079321076,-4.391937066582571,1.123452217932599e-05,-0.332365633498679,-0.2282670612684907,-0.0873973545957245,17,3.823529411764706,-0.8703113710825862,-0.5824996977946252,-1.3668319652678451,-0.7843322674732199,0.0041472260902148,116228_6502,116228,6502,8.941314181362827e-06,0.0054598755390305,-0.3168385624705321,-0.7907298676586996,0.0090437012117502,-0.7099437294941461,-0.7182137703852416,True
126526,"126526, 23646",333,False,-0.0318936860971979,-12.489300659996909,8.540101123323912e-36,-0.1421896145102996,-0.0368988083043167,-0.0268885638900791,17,4.84833941957003,-0.2010738172017478,-0.1102297738557062,-0.5035503749947664,-0.3933206011390601,3.7104889025599016e-31,126526_333,126526,333,1.590790056014066e-09,3.0845937488637257e-06,-0.1381519360626799,-0.3665156549919613,0.0079647896911673,-0.7931274410413798,-0.3836734485307491,True
126526,"126526, 23646",55142,False,-0.0250288434229624,-4.286785373738978,1.8127728222734885e-05,-0.1143268317405494,-0.0364722975282729,-0.0135853893176518,17,4.84833941957003,-0.7023382159658389,-0.6310475746179689,-1.0097818218646757,-0.3787342472467068,0.0058185332796489,126526_55142,126526,55142,1.1953725627797682e-06,0.0010379670843278,-0.1152020850342893,-0.3410982960406635,0.0066313283529765,-0.6839398827802112,-0.356742024273461,True
126526,"126526, 23646",3960,False,-0.0391800372339426,-15.026886900420036,4.8947431951041066e-51,-0.1470291789280064,-0.0442903080705002,-0.034069766397385,17,4.84833941957003,-0.0534245301265646,0.0581735143870956,-0.4027854331194189,-0.4609589475065145,2.551991838604209e-45,126526_3960,126526,3960,1.495760392829935e-86,5.786154630811536e-82,-0.1407266787754353,-0.4375946936364205,0.0382604290667794,-0.744101631728844,-0.4480421154124384,True
126526,"126526, 23646",55173,False,-0.0256460368727281,-6.235568692106214,4.501397684033265e-10,-0.1054203980756157,-0.0337070993192641,-0.017584974426192,17,4.84833941957003,-0.4804062037481605,-0.4073575859678225,-0.724116419918673,-0.3167588339508504,8.472605473339928e-07,126526_55173,126526,55173,8.92298758685721e-07,0.0008121745292087,-0.1027390918605632,-0.3348087155825857,0.0465989905261987,-0.54912242300963,-0.343072622109107,True
126526,"126526, 23646",51371,False,-0.0348004411639421,-7.450647166059676,9.288346501322501e-14,-0.126179286732189,-0.0439550299945798,-0.0256458523333045,17,4.84833941957003,-0.8286570208252262,-0.7295335524395421,-1.1775315216080644,-0.4479979691685223,3.8434145783972346e-10,126526_51371,126526,51371,4.039048832427204e-06,0.0029508093166943,-0.1270884249025887,-0.4018737532201968,0.0144095177059356,-0.7190608242288168,-0.4182716700642596,True
126526,"126526, 23646",3842,False,-0.0274324510139562,-4.992719088193512,5.953511877804795e-07,-0.0998255588023586,-0.0382014558478467,-0.0166634461800657,17,4.84833941957003,-0.4900546648886442,-0.4119177332901688,-0.7194690133334364,-0.3075512800432675,0.0003855908449414,126526_3842,126526,3842,9.951829822112891e-11,2.421217605595399e-07,-0.1033390729287322,-0.3311429389245389,7.239735577579894e-05,-0.6439412389079572,-0.3554823320427257,True
126526,"126526, 23646",5756,False,-0.0305983836403528,-9.37564984988616,6.875093102617922e-21,-0.1375024279851254,-0.0369949247740812,-0.0242018425066244,17,4.84833941957003,-0.2759920287112015,-0.1888374464132578,-0.5536809791416678,-0.3648435327284099,8.33603439833562e-17,126526_5756,126526,5756,3.39788307996911e-09,6.22951136021806e-06,-0.1315122096350506,-0.3494500386504812,0.0176383257659421,-0.736377351278785,-0.3633978536477956,True
126526,"126526, 23646",284459,False,-0.0380282806773555,-8.939174690466857,3.920876018929164e-19,-0.1443765774409214,-0.0463661936393971,-0.029690367715314,17,4.84833941957003,0.0897441140529083,0.1980615649646934,-0.2566693505610184,-0.4547309155257119,3.931236179794565e-15,126526_284459,126526,284459,4.456711088600161e-17,2.873367912301367e-13,-0.1387877781625643,-0.4314255694374336,0.0480416672200509,-0.7350784204109851,-0.4416659491570585,True
137682,"137682, 79666, 9791",102157402,False,-0.1570410301003156,-4.681038109847592,2.8542586807889256e-06,-0.3544627963044402,-0.2227945565337311,-0.0912875036669,17,3.941176470588236,-1.059285763697982,-0.75444141115031,-1.5009297165811644,-0.7464883054308543,0.0013960002490034,137682_102157402,137682,102157402,2.016922922979474e-06,0.0015988123212225,-0.3755842672282941,-0.7569422979143318,0.0023977141933271,-0.8223566347125829,-0.7080675249896727,True
137695,"137695, 96764",29035,False,-0.06233699232205,-8.713938603990963,2.9349537191814613e-18,-0.1979458433871747,-0.0763580068607353,-0.0483159777833648,17,5.122473524622959,-0.2903406710219108,-0.095695062891685,-0.525583246091011,-0.429888183199326,2.8337195562676207e-14,137695_29035,137695,29035,1.1310240598481754e-05,0.0064294188719983,-0.1868134774204707,-0.444537610895569,0.017475754971549,-0.8661632526429748,-0.4561747996233388,True
157769,157769,5073,False,-0.0695230096621972,-5.085071500860572,3.674876018003188e-07,-0.303610883839163,-0.0963196033800391,-0.0427264159443554,17,5.272719532240053,-0.2573039010762564,-0.0297745894146693,-0.4522662896993697,-0.4224917002847004,0.00026427376676,157769_5073,157769,5073,4.944859089644132e-07,0.0005020615369188,-0.2905562934021463,-0.4452755803704044,0.0156869009566925,-0.6873862664887789,-0.4626308116120124,True
157769,157769,9136,False,-0.0985383148738978,-4.020267297935141,5.813214565763226e-05,-0.2903962193015661,-0.1465777943257497,-0.0504988354220459,17,5.272719532240053,-0.9337315671777034,-0.6112432994158771,-1.2025763322557128,-0.5913330328398357,0.0139221815847966,157769_9136,157769,9136,0.0001216553128651,0.041850401300876,-0.27514268966503,-0.5419686314230138,0.0001937460411132,-1.023148049835404,-0.7440394979646323,True
163882,"163882, 25909, 51097",10296,False,-0.0728834287675655,-5.957678905605023,2.5584556729760526e-09,-0.2435468868389285,-0.0968607020844986,-0.0489061554506323,17,4.357868666200488,-0.4746172296970153,-0.3027676767207173,-0.7620055306704151,-0.4592378539496978,3.7574993465977926e-06,163882_10296,163882,10296,5.33206624418559e-26,7.639409295192671e-22,-0.2515246871709773,-0.4972576794697887,0.0443203877594654,-1.0314429959087903,-0.4565998230470107,True
163882,"163882, 25909, 51097",118424,False,-0.0350697669840954,-5.014826411812129,5.308136703831052e-07,-0.1856043896192739,-0.0487762195291201,-0.0213633144390708,17,4.357868666200488,-0.2472181055843828,-0.1645282008816316,-0.4583256562882136,-0.2937974554065819,0.0003548108289516,163882_118424,163882,118424,4.488835303510163e-07,0.0004649123379662,-0.2115108348691874,-0.3230144431513273,1.9259937404826602e-07,-1.048807118816963,-0.3189436340545749,True
163882,"163882, 25909, 51097",51441,False,-0.04166313219863,-4.916081586549918,8.829361288279894e-07,-0.1815791141007748,-0.0582735641361018,-0.0250527002611581,17,4.357868666200488,-0.1774279135874034,-0.079191719640485,-0.4558449716495645,-0.3766532520090795,0.0005321849031578,163882_51441,163882,51441,3.581498455842786e-05,0.0164658556612548,-0.1685616899263541,-0.3394770765627543,0.0039048235278183,-0.7998535828180059,-0.331568325912885,True
170506,170506,4605,False,-0.1029293691837523,-4.5180606589417405,6.24086072557988e-06,-0.4086031601178682,-0.1475807963734957,-0.0582779419940088,17,4.411764705882353,-0.462387534487011,-0.2141461146909028,-0.6614490951955947,-0.4473029805046918,0.0026156129581499,170506_4605,170506,4605,3.6404371764024126e-05,0.0165929581441879,-0.3913695597604736,-0.4387387039305318,0.021978268114913,-1.136587983287282,-0.352471574075319,True
1891,"1891, 27335, 3191, 3963, 5714, 81",57622,False,-0.0799680691692144,-4.52223979718682,6.118868249938377e-06,-0.3193394244719024,-0.114626676964044,-0.0453094613743847,17,4.041842194451983,-0.1643239043003281,-0.0010417264617713,-0.5087331813172594,-0.5076914548554881,0.0025810831836111,1891_57622,1891,57622,2.767681901037928e-06,0.0021200827001025,-0.306612045921366,-0.4931125598156193,0.0369880568595289,-0.636768169894116,-0.3971415201114346,True
1936,"1936, 79792",8602,False,-0.0819173601509538,-4.41648615859547,1.0031832151408253e-05,-0.3111446681527482,-0.1182709385023746,-0.0455637817995329,17,4.8424401215823,-1.121222634307511,-0.8883774431603323,-1.367224779875975,-0.4788473367156426,0.0038514995994906,1936_8602,1936,8602,1.304671282160909e-05,0.0072099303539611,-0.3249485897996403,-0.4705385701865503,0.0111409044141291,-0.5297155000886123,-0.4452616982312016,True
208,"208, 5704, 8857, 9149",151648,False,-0.0353578948269231,-4.72740792956334,2.2740412040315585e-06,-0.0972744571536954,-0.0500171333488515,-0.0206986563049948,17,5.142457066628853,-1.0951771558320695,-0.9840664893720852,-1.4554803686786124,-0.4714138793065273,0.0011601036777991,208_151648,208,151648,1.174871317959559e-05,0.0065867202322539,-0.0929608480705946,-0.4343362125315353,9.135527856171107e-05,-0.6627566355613452,-0.48381644434112,True
208,"208, 5704, 8857, 9149",284459,False,-0.0386282735010053,-8.568924135439078,1.044563192531472e-17,-0.1466544850619003,-0.0474636913026188,-0.0297928556993919,17,5.142457066628853,0.0897441140529083,0.2111318050878147,-0.1767726369288087,-0.3879044420166234,8.784001450691995e-14,208_284459,208,284459,3.604497910289159e-16,1.7429414476531594e-12,-0.1407546892356202,-0.3654857626909362,0.0224881979353954,-0.7631003226774998,-0.3762907588496098,True
2271,2271,7411,False,-0.0559155693697618,-3.670440834139528,0.0002421325135686,-0.1625015139264152,-0.0857737000663369,-0.0260574386731867,17,4.299045136028248,-0.6539197569759603,-0.5253673391881594,-0.901762446686358,-0.3763951074981985,0.0403572648276202,2271_7411,2271,7411,4.798002764884189e-05,0.0208544381523539,-0.1691204072038865,-0.4140416205157608,7.950162604522419e-05,-0.6289218414964564,-0.4047158036443175,True
22827,"22827, 23513, 286077, 340371, 5339, 83481",8602,False,-0.0819173601509538,-4.41648615859547,1.0031832151408253e-05,-0.3111446681527482,-0.1182709385023746,-0.0455637817995329,17,4.8424401215823,-1.121222634307511,-0.8883774431603323,-1.367224779875975,-0.4788473367156426,0.0038514995994906,22827_8602,22827,8602,1.304671282160909e-05,0.0072099303539611,-0.3249485897996403,-0.4705385701865503,0.0284361148408124,-0.5789144765643366,-0.4408295686880609,True
23012,23012,2122,False,-0.0308126416793196,-4.04266725635707,5.284659038483168e-05,-0.085264214415217,-0.0457512117199379,-0.0158740716387013,17,5.969975111873441,-0.2706140109158779,-0.1482885903179045,-0.437921499899421,-0.2896329095815164,0.0129552495813125,23012_2122,23012,2122,3.0981410240475017e-10,6.692883051880529e-07,-0.0865300662466656,-0.3976391245252743,3.578824224717178e-05,-0.6354899445955465,-0.4377377637626484,True
23012,23012,51646,False,-0.0414659901576192,-6.800130434801921,1.0452447212848904e-11,-0.0836759133116685,-0.0534175031574714,-0.0295144771577669,17,5.969975111873441,-0.8559260301173558,-0.6913070812024183,-1.0738020658304543,-0.382494984628036,2.7946842118727614e-08,23012_51646,23012,51646,2.3206685028162955e-08,3.562382704856934e-05,-0.0790738017808211,-0.4441505597273366,1.1999989534847304e-07,-0.6154388965336913,-0.5102448532241939,True
23094,23094,2491,False,-0.0685008815406294,-5.124376163139271,2.9852447449634736e-07,-0.2432464301076818,-0.0947009996534708,-0.0423007634277879,17,4.041842194451983,-0.7387755693898821,-0.598907579103068,-1.0447241792202329,-0.4458166001171648,0.0002233040163071,23094_2491,23094,2491,2.183177128109292e-05,0.0112454552690601,-0.2336707775182981,-0.4021792699326005,0.0186048269481328,-0.6248196797567164,-0.3465787144402645,True
23094,23094,7919,False,-0.1609658143939273,-7.610072127588906,2.739430008020648e-14,-0.355844618992334,-0.2024223464300056,-0.1195092823578489,17,4.041842194451983,-0.7709075815384515,-0.4422407898446045,-1.4408280235605273,-0.9985872337159228,1.2528662991243486e-10,23094_7919,23094,7919,3.8683686081673096e-14,1.3666010112124358e-10,-0.3401289532911249,-1.010705388840585,0.0418821172481632,-0.6032121686438425,-0.7981286498382723,True
254048,254048,6625,False,-0.1449764467058565,-4.332972647165207,1.4710939312627206e-05,-0.4426208119030771,-0.2105546622378586,-0.0793982311738545,17,3.4411764705882355,-1.143112614978044,-0.9341759711960744,-1.5150146385184444,-0.5808386673223699,0.0050218292891785,254048_6625,254048,6625,5.986817962088482e-05,0.0245721241379355,-0.4356047819919303,-0.5345662822331679,0.0079508098788722,-0.8277766599939377,-0.5166679975764041,True
25852,"25852, 349565, 51163, 5291, 55179, 5947, 9276",4605,False,-0.1147020014723983,-4.540704103732397,5.606667237101736e-06,-0.4553374867167118,-0.1642123387911787,-0.065191664153618,17,4.235294117647059,-0.462387534487011,-0.2059948253134149,-0.7140389728510068,-0.5080441475375919,0.0024138484922185,25852_4605,25852,4605,4.597436493673909e-05,0.0203020381381659,-0.4422209080537623,-0.5230601084498572,0.0024944991123244,-1.1833532528034678,-0.3904606147728062,True
26065,26065,3856,False,-0.1127108415718603,-4.975662153786343,6.502497395004686e-07,-0.5462894808390933,-0.1571087896881608,-0.0683128934555598,10,3.7,-0.5595204129889632,-0.3679119823168004,-0.844430190796513,-0.4765182084797126,0.0004119359753126,26065_3856,26065,3856,3.329047699024938e-162,1.8397126067824425e-157,-0.5654445708638626,-0.5370358702639884,2.1341027566697017e-05,-1.9330498439544488,-0.4526480435516895,True
26065,26065,7849,False,-0.2909916422099594,-3.971605836117503,7.138977147020044e-05,-0.4443591018110244,-0.4345942961659781,-0.1473889882539407,17,3.5294117647058822,-0.9158601685259526,-0.4708141274989557,-1.7962644440839104,-1.3254503165849547,0.0163751740917308,26065_7849,26065,7849,3.573617261890293e-05,0.0164658556612548,-0.4472304554160332,-1.348749869971722,0.0024033986645527,-1.458415723042041,-1.0164814936777185,True
26958,"26958, 51530",51244,False,-0.0873259963749626,-3.956289981072013,7.612275031934404e-05,-0.3601463707976396,-0.1305876906966273,-0.0440643020532979,17,3.0588235294117645,-0.7824648563978653,-0.6900020367067285,-1.0716998327603693,-0.3816977960536407,0.0171811354220769,26958_51244,26958,51244,1.9965298494245464e-05,0.0104439704849471,-0.3564357876097616,-0.3277809080765865,0.0015516083125225,-1.3660852307521778,-0.3589094830954447,True
26958,"26958, 51530",1017,False,-0.2287892260056918,-4.938526585744053,7.871504836523672e-07,-0.3898598098875595,-0.3195893128810752,-0.1379891391303083,17,3.0588235294117645,-1.1232735040635589,-0.8810260882928259,-1.8605361011596264,-0.9795100128668008,0.0004839620238959,26958_1017,26958,1017,9.989526277974114e-09,1.647896962384935e-05,-0.401616433063294,-1.046868011477395,3.608375195900801e-06,-1.7552708720486787,-1.2177737465479217,True
26958,"26958, 51530",5422,False,-0.1146151231694248,-4.089715426080026,4.319027635727048e-05,-0.3947152133443944,-0.1695435204029244,-0.0596867259359251,17,3.0588235294117645,-0.9948971428215416,-0.873539953583327,-1.432218186902437,-0.55867823331911,0.0111201418002447,26958_5422,26958,5422,4.461339097824277e-07,0.0004639276969314,-0.468550824255777,-0.623895132625412,0.0277718724387726,-0.9309930927744892,-0.5768275068595744,True
26986,"26986, 50484, 51123, 79977, 92140",102157402,False,-0.1570410301003156,-4.681038109847592,2.8542586807889256e-06,-0.3544627963044402,-0.2227945565337311,-0.0912875036669,17,3.941176470588236,-1.059285763697982,-0.75444141115031,-1.5009297165811644,-0.7464883054308543,0.0013960002490034,26986_102157402,26986,102157402,2.016922922979474e-06,0.0015988123212225,-0.3755842672282941,-0.7569422979143318,0.0053212727854189,-0.767333910927569,-0.8582106929807696,True
389677,389677,102157402,False,-0.1490238138571012,-3.598760231140516,0.0003197378047187,-0.3363668573875096,-0.230185460990829,-0.0678621667233733,17,3.735294117647059,-1.059285763697982,-0.8006856161224238,-1.4583011884917954,-0.6576155723693715,0.0485307068988205,389677_102157402,389677,102157402,2.016922922979474e-06,0.0015988123212225,-0.3755842672282941,-0.7569422979143318,0.0076818506170198,-0.9052126953371928,-0.6564807137183295,True
414919,"414919, 9684",51575,False,-0.0951111428407752,-4.384538224707915,1.1623207283349177e-05,-0.3342366635683905,-0.1376274592560078,-0.0525948264255425,17,4.764705882352941,-0.7700897669685247,-0.507135430879323,-1.082374970920695,-0.5752395400413719,0.0042496760688281,414919_51575,414919,51575,1.7519999864011325e-05,0.0093095936640035,-0.3419692006863786,-0.5798640603944498,0.0445643124628245,-0.7215275709775194,-0.499126033677262,True
444,444,102157402,False,-0.1791568982080538,-3.996946411998421,6.416481905876214e-05,-0.4043812949742558,-0.2670092314331391,-0.0913045649829686,17,4.235294117647059,-1.059285763697982,-0.6588174029976263,-1.5009297165811644,-0.8421123135835381,0.014934762666046,444_102157402,444,102157402,8.109986306124208e-05,0.0312163459970365,-0.3778907416667837,-0.7924714538124036,9.107798648601714e-07,-0.4276723187621918,-0.6006469594208346,True
4715,4715,5892,False,-0.0948375959752551,-4.539205651307761,5.646654411143087e-06,-0.2968820620588406,-0.135787111544859,-0.0538880804056513,17,5.16141333474557,-0.537090860426153,-0.2372700198747682,-0.7061247055994316,-0.4688546857246634,0.0024270558919664,4715_5892,4715,5892,4.017959687416914e-05,0.0179895309213113,-0.2830167313175548,-0.4255558417236948,0.0021175949076256,-0.6338388639813943,-0.5382502538701721,True
4976,"4976, 55341, 79572",132660,False,-0.132586885923247,-4.172696604585056,3.010156583695808e-05,-0.4889185579930974,-0.1948644838071522,-0.0703092880393417,17,3.941176470588236,-0.2904857359912964,-0.0331111927285228,-0.5811022193325409,-0.547991026604018,0.0085155582130646,4976_132660,4976,132660,0.0001468690892399,0.048318395618523,-0.4952976321386093,-0.4764018189346591,0.0084337374520619,-1.0639587874657344,-0.3250407438225766,True
51029,51029,8454,False,-0.0995693951789696,-4.314144062401316,1.6022244568574624e-05,-0.448128206565984,-0.1448048870147688,-0.0543339033431703,17,3.764705882352941,-0.8851879474337022,-0.7094772500590499,-1.2412905346636771,-0.5318132846046272,0.005330939208485,51029_8454,51029,8454,1.259051216413087e-05,0.0070484456643066,-0.4311741838797657,-0.5419822305632909,0.0054491234244395,-1.3827770837574058,-0.5276921195834557,True
51290,51290,8773,False,-0.1991064343183359,-5.191675537864048,2.084099658321983e-07,-0.3351531220104582,-0.2742731964759496,-0.1239396721607222,17,4.117647058823529,-0.6531398241662092,-0.2315026691391448,-1.3342970934360388,-1.102794424296894,0.0001656395389112,51290_8773,51290,8773,2.036182452955175e-09,3.918759758974234e-06,-0.3491792691164905,-1.275346182360309,0.0006030367627587,-0.649445246833468,-0.8805875136461379,True
51714,"51714, 5912",4605,False,-0.1197038529122688,-6.855203661217327,7.121099407265424e-12,-0.4751935522981746,-0.1539282541282444,-0.0854794516962931,17,4.117647058823529,-0.462387534487011,-0.2088970224375005,-0.6957401901043987,-0.4868431676668981,1.974870256576385e-08,51714_4605,51714,4605,1.7437139782419132e-10,3.979546219475912e-07,-0.4673035497309271,-0.4904662968398597,0.0307438974108294,-0.7596905845221738,-0.3140070399947705,True
51773,51773,65260,False,-0.0188371639814598,-6.593257964679446,4.302779746340594e-11,-0.0909053709986601,-0.0244368482608131,-0.0132374797021065,17,6.341184806967629,-0.3810605020889783,-0.2992848920063068,-0.5937630041529338,-0.294478112146627,1.0059899046944309e-07,51773_65260,51773,65260,1.907626036476002e-18,1.994433332627749e-14,-0.0979973638504785,-0.3270158167387893,1.538406028999473e-31,-0.7781652993755105,-0.3326158887061758,True
