Gene,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared
ASAH1,0.13962528825179188,0.002406130638544057,119,0.07601393770240639
MKLN1,0.005801282051282048,0.8942851909418901,109,0.00016578849176440702
MLF1,0.14633464673913038,0.12484419693785684,54,0.04470343596089732
MME,-0.1133930504510524,0.24793944892452724,78,0.017524556613151
MMP7,0.31247016883831885,7.558521863803509e-05,117,0.1278637664938128
ASPH,0.12562696629213488,0.0002954817321132444,119,0.10634070093217263
MSR1,-0.029254894554611263,0.5074471992898291,119,0.003763910738632137
MSRA,0.14772205539358604,0.00012357906888773058,117,0.12076452850640584
MTR,0.1385730443206587,0.00026235385731464625,119,0.10804850640056585
MTRR,0.06873632183908043,0.1277421875191935,99,0.02375146841542297
MTX1,0.07765076423385557,0.024964006444694608,119,0.0422263864331367
MUC1,0.20156245701184566,0.02640870285250067,119,0.0414259705259058
MYO9B,0.14101127676605968,7.784464621511831e-07,119,0.18902193685666435
MYO10,0.10730249784668384,0.10234317300959707,94,0.02874350283355065
NASP,0.21720392561983465,7.649787528503909e-05,119,0.12564292010449607
NDUFA9,-0.018627587329138634,0.5453520172353439,119,0.0031341874314568807
NDUFB2,0.06549662745098042,0.11130900859086887,92,0.027931697828227797
NDUFB5,0.0009840633245382611,0.9742590956940539,119,8.936888165500534e-06
NDUFB7,-0.028169624352331595,0.5326361343256203,119,0.0033365304064177925
NDUFB9,0.08657333257195073,0.027687551895552682,119,0.040754013632086084
NDUFC2,0.04495542934556065,0.21328679325492775,119,0.013207740867378193
NDUFS5,-0.014872522016113896,0.7162198411522523,119,0.0011336251457385593
NDUFS6,0.06406155383168786,0.1284395490606781,119,0.01964335925781735
NF1,0.1885918138987044,0.006336383365486796,115,0.06409215942067548
NFIX,0.17763423121008673,2.5678406577373674e-06,119,0.17288738468837295
NFKBIB,0.16364708520179372,8.229407995262195e-05,64,0.22280186003250824
TONSL,-0.01109486899563318,0.8258490973171426,80,0.0006244686651453168
NFYC,-0.013922870229007652,0.6096014241519392,114,0.0023358585988307867
NID1,0.0019994120654396944,0.970439185846006,119,1.178742530372201e-05
ATP1B3,0.08590207744488418,0.09442674846087026,119,0.02372426105878689
NQO2,0.037976261699394345,0.5022398154201118,119,0.003856883007801404
NOP2,0.1678162542406705,2.1411210930533448e-08,119,0.23599032234609518
CNOT4,0.24606536774628887,4.030768420916578e-08,103,0.2590378617747654
NOTCH2,0.04137422415717793,0.1337052410406896,119,0.019118838292989326
NOTCH3,0.1487344155844156,0.006697396252012901,100,0.07263275337158748
NPR1,0.21804350842418238,0.000238864533339554,119,0.10939444305751933
NRF1,0.06701122448979589,0.06804984301875006,92,0.03651588274966722
YBX1,0.084477246505436,0.0003183765541689593,119,0.10526808349751382
OPA1,0.24988353293413174,1.7714247693838459e-22,119,0.5579937256444661
RRM2B,0.20632736553784858,4.216388605930233e-05,119,0.134070546252973
COL5A3,0.08700984712704274,0.11872295779734093,102,0.02416584705678604
PRDX1,0.17508305785123957,5.937591167313914e-09,119,0.2521614157309181
PAK2,0.1889659740691489,7.924680245170252e-19,119,0.490238266771418
ASAP1,0.1290547459375805,7.20305442018152e-06,119,0.15873681565689768
COPS7A,0.0500808885331199,0.09943848628450433,119,0.023030891449617452
GOLT1B,0.1402784574468085,0.019722191311135128,72,0.07523416568275287
BOLA1,0.06134234342223555,0.09714225618983298,109,0.025507422889668452
DESI2,0.15339666666666668,0.0008547391577470054,96,0.11210850637768832
