Biomarker,Target,Tractability_Flags,Tractability_Interpretation,Known_Drugs,Approved Drug,Advanced Clinical,Phase 1 Clinical,Clinical Precedence,Structure with Ligand,High-Quality Ligand,High-Quality Pocket,Druggable Family
CDH6,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CDH6,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CDH6,UBE2H,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,0,1,0
KPNA4,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMC4,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SMC4,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YARS2,BRPF1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
DNM1L,CITED2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
DNM1L,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
DNM1L,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PRPF6,RELA,4,MODERATE tractability (clinical-stage target),EDASALONEXENT,0,1,0,0,1,1,0,1
PSMD2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
NFKBIB,CENPI,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK4,DDX39B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SIRT2,DPRX,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SIRT2,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MRPS12,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK4,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK4,LRFN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK4,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MRPS12,MRPS9,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SIRT2,PRR13,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MRPS12,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK4,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
NDRG1,E2F3,0,LOW tractability (no tractability evidence),EDIFOLIGIDE SODIUM,0,0,0,0,0,0,0,0
NDRG1,ESF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CPQ,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TCEA1,DDA1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TCEA1,HAPSTR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TCEA1,KIF2C,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
LYPLA1,RAB6A,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
LYPLA1,SLC4A7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TCEA1,TTC4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
NCOA2,HSF1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,0
NCOA2,KRAS,3,HIGH tractability (approved drug exists),ADAGRASIB; SOTORASIB,1,0,0,0,1,1,0,0
NCOA2,NELFB,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
NCOA2,PDCD2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
IPO8,SNAP23,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
IPO8,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ARFGEF1,KRAS,3,HIGH tractability (approved drug exists),ADAGRASIB; SOTORASIB,1,0,0,0,1,1,0,0
ARFGEF1,PDCD2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ARFGEF1,PDS5B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
IGF2BP2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
IGF2BP2,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SPINT2,CENPI,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YIF1B,DDX39B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SPINT2,DPRX,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SPINT2,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PPP1R14A,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SPINT2,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YIF1B,LRFN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SPINT2,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YIF1B,MRPS9,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
SPINT2,PRR13,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
YIF1B,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SPINT2,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
KHDRBS3,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SLC12A7,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TSPAN9,EIF4G1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TSPAN9,PDS5B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SUB1,PAX8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ZFR,SMARCA5,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
ZFR,UBE2H,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,0,1,0
ADRM1,CEP350,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
OGFR,RELA,4,MODERATE tractability (clinical-stage target),EDASALONEXENT,0,1,0,0,1,1,0,1
DIDO1,RELA,4,MODERATE tractability (clinical-stage target),EDASALONEXENT,0,1,0,0,1,1,0,1
PTP4A3,RHPN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ATAD2,ATAD2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
ATAD2,PARN,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,1,0
ZHX1,RAD51B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
MFSD3,ESF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CTHRC1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
COX20,CCNE1,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,1
COX20,CIT,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,1
COX20,LCE5A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
COX20,PARD3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
COX20,PARD6B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
COX20,SKP2,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
COX20,WDR26,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,ACLY,5,HIGH tractability (approved drug exists),BEMPEDOIC ACID,1,0,0,0,1,1,1,1
CLNS1A,ARID1A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,BCS1L,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,BRPF1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
CLNS1A,CFDP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,COA7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,DPRX,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,GLMN,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,KDM2A,4,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,1,1
CLNS1A,LENG8,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,MEN1,3,MODERATE tractability (clinical-stage target),REVUMENIB; SNDX-5613,0,0,1,0,1,1,0,0
CLNS1A,MRPL33,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,MRPS12,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,MRPS18B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,MRPS23,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,PRPF39,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,RICTOR,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
CLNS1A,SLC30A9,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,SUZ12,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
CLNS1A,TAFAZZIN,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,TOE1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,TOMM20,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,TRUB2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,TTF2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CLNS1A,UQCRC2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
CLNS1A,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FGD4,PDS5B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,APLP1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,1,0
PLD3,BIRC2,5,MODERATE tractability (clinical-stage target),BIRINAPANT,0,1,0,0,1,1,1,1
PLD3,DICER1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,EXOSC1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,GGN,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,KMT2B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,L3MBTL3,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
PLD3,LGALS4,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
PLD3,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,MPHOSPH6,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,MRPL11,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,MRPS10,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,MRPS11,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,PLEKHF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,RASGRP4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,SLC13A2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,TARM1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,TNPO1,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,TWF1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PLD3,WDR87,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,ZC3H3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PLD3,ZNF875,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCDC127,SPAG5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CCDC127,ZDHHC11,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PTDSS1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TGS1,DCLRE1B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
TGS1,G6PD,4,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,1,1
TGS1,HAPSTR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TGS1,LAGE3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TGS1,SLC4A7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TGS1,WDR48,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
LPP,DOCK7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
LPP,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
LPP,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CYC1,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FAM91A1,ATAD2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
FAM91A1,PARN,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,1,0
FAM91A1,RAD51B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
AHCTF1,ATXN7L3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,BTAF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,CCNC,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
AHCTF1,CEP55,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CNST,GSDMC,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,ILK,4,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,1,1
AHCTF1,KIF20A,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,0,1,0,0
AHCTF1,KMT2A,4,MODERATE tractability (clinical-stage target),REVUMENIB; SNDX-5613,0,0,1,0,1,1,0,1
CNST,LST1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,MAEA,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,MFN2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
CNST,PI16,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,PPP2R3C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,PPP4R2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
CNST,PRAC1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,SLC25A5,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,STX4,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,TMED10,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
SCCPDH,UBE2J2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AHCTF1,VPS4B,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
AHCTF1,WDR26,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
AHCTF1,YTHDF2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
AHCTF1,ZNF496,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
DHX36,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
DHX36,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,CENPI,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,DDX39B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
HNRNPL,DPRX,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,LRFN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ECH1,MIB1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,MRPS9,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
HNRNPL,PRR13,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
HNRNPL,TIMM17A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ACTN4,ZNF780B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ECT2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
EEF1D,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
RFC4,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
TRA2B,MYBL2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
ADCK5,ESF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AKT2,FAM98C,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,FZR1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,GRSF1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
AKT2,HAMP,1,LOW tractability (ligandable but no clinical-stage evidence),LY-2787106,0,0,0,0,1,0,0,0
PSMC4,LGALS4,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
PSMC4,LIN52,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,LMNB1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PSMC4,LSM14A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,METTL17,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PSMC4,NCCRP1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,NSMCE2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PSMC4,WWTR1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
PSMC4,ZC3H3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FCGBP,ZNF875,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
MECOM,ACTR3,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
MECOM,PDS5B,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
EZH2,TMED2,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,ARPC2,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
FH,ATXN7L3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,CCNC,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
FH,FBXW11,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,GET3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,GSDMC,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,KIF4A,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,LST1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,MAEA,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,MAP3K7,3,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,1
FH,MATN1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,PI16,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,SOX17,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,STXBP3,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,SUPT7L,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FH,TDG,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
FH,TXNRD1,5,HIGH tractability (approved drug exists),MOTEXAFIN GADOLINIUM; AUROTHIOGLUCOSE,1,0,0,0,1,1,1,1
FH,VBP1,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
FH,VPS4B,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
FH,YTHDF2,2,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,1,0,0
FH,ZFP69,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PUF60,COX20,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
FKBP4,DCLRE1B,1,LOW tractability (ligandable but no clinical-stage evidence),,0,0,0,0,1,0,0,0
FKBP4,TOE1,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK2,DOCK7,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
PAK2,LIN54,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
NCBP2,MIOS,0,LOW tractability (no tractability evidence),,0,0,0,0,0,0,0,0
