Gene,T-statistic (Amplification vs Neutral),P-value (Amplification vs Neutral),Cohen's d (Amplification vs Neutral),T-statistic (Deletion vs Neutral),P-value (Deletion vs Neutral),Cohen's d (Deletion vs Neutral)
MAP4K1,1.180375037022147,0.2859925074561918,0.4990582634911,,,
ABCB8,4.259474017955074,0.000290806795858,1.2200065995838532,,,
CHKB,,,,-2.20136038983293,0.0426547995878866,-0.9358705512572356
PRAF2,1.3865914129932526,0.2165389723874379,0.6278156785353772,,,
PDCD10,1.5542281664258564,0.1273654505154008,0.4549405851575736,,,
RNF139,0.1395034333367472,0.8905363298986889,0.0491089840905551,,,
ZHX1,2.7096296789312446,0.0110554468869524,0.7676783660611199,,,
NACC1,2.785055788309254,0.014797567183208,1.1252550798489338,,,
MED8,-0.8390783694985772,0.4247186288288379,-0.3986695669272576,,,
VPS45,1.665933166668175,0.1423928054042508,1.0282361371561275,,,
COPE,0.5265442172905251,0.6381799604801448,0.2239875486891279,,,
C12orf57,4.210697433252792,0.0002543017937766,0.9533539094833212,,,
PHB2,1.2578456466011596,0.2414406590669484,0.5889597250415517,,,
EXOC3,1.3430507231284323,0.1969111057556419,0.3445447616132331,,,
MFSD3,5.74246902648227,7.69204867938749e-06,2.1013488045832527,,,
PGLYRP2,-0.3666403612478324,0.7185031472620123,-0.1222363916466536,,,
C1QTNF3,1.4124163939262628,0.1952497547450555,0.5719629133553014,,,
CCDC124,4.756965270120085,0.0301890813726337,2.73392502979459,,,
TBCB,4.904446214660161,0.0012951618935787,2.880816909521875,,,
CTHRC1,1.914113421874712,0.0665732086303162,0.6253870010282397,,,
FOXP4,1.047535503305065,0.3487865010950716,0.6673684311308161,,,
COX20,3.2824376934946424,0.0057810234074134,0.9533040967907096,,,
CKS1B,1.3696739680132417,0.2286766822692157,0.625692263132707,,,
ARAP1,3.373317062046929,0.0065266222969726,1.5152617552484515,,,
AGAP3,4.451534934540433,0.0005600225366915,1.8630105783904916,,,
THEM4,1.840617773123012,0.1162734128763175,0.9791809325889383,,,
AP2M1,-0.5689360525527046,0.5725818118229892,-0.1679533922883831,,,
CLU,,,,-0.3713038341808067,0.7160305319244806,-0.1337344347681055
CLK2,3.29959467589739,0.0190978194283094,1.4917577404453817,,,
CLNS1A,1.9397562060611748,0.0830754963299409,0.9084078981909196,,,
FGD4,2.181608921433617,0.1104402407127214,1.4851922441257803,,,
RAVER1,3.2466771576405016,0.006929780713618,1.3827327706014885,,,
NR2C2AP,6.423238660246026,2.065968030925292e-05,1.516283952438955,,,
HSPB6,1.6273519751798715,0.1337204897770126,0.6096096484555666,,,
CNN1,1.2088241919589926,0.262109657809748,0.5625226647824546,,,
C19orf47,3.50453696834488,0.0147371147065205,2.5016698840254388,,,
C1orf122,2.4220105447379754,0.0324215597026716,0.9845345101487076,,,
OSCP1,2.406367877994439,0.0359597411638571,1.0148387015780402,,,
MRPL55,-0.8045470503038286,0.4613987546108726,-0.469739294823705,,,
COL8A2,-1.0644185516284976,0.2956669369774524,-0.2815640008644268,,,
TAF8,0.8777292601079376,0.4423528495617195,0.9334677785091668,,,
COMP,3.1189796655739035,0.0036576514786223,0.551660365457492,,,
DNAJC19,0.1973609211781441,0.8444707756764984,0.0583757978496615,,,
LRRC15,-1.0571656979121689,0.2986110781703442,-0.3678229951951097,,,
NADK2,2.8906483845619344,0.0261936393778488,2.120196093491265,,,
CCDC127,4.440193368425594,0.0003936111298166,1.165059944597088,,,
COX6B1,0.1517467915885312,0.8817073070604899,0.0506133451718151,,,
CMBL,0.1781668819949402,0.8621433216521324,0.0721996486474302,,,
DNAJC21,2.481113805853524,0.0483007726234,1.289737458621311,,,
COX6C,-0.1139745392657161,0.909902965039994,-0.0311964175327925,,,
CP,-1.887951372635044,0.0693586362623565,-0.5379373276984811,,,
VPS37A,,,,-3.8931012811261625,0.001354500876057,-1.3693217076944255
NDUFAF6,3.5241693073351774,0.0026809718269638,1.2270701644209938,,,
TMEM68,2.25735209527372,0.070408428668845,1.7014514505190506,,,
S100A16,1.9923462658171351,0.0666525068363844,0.7492862775656989,,,
PARP1,3.2496606567774053,0.0233948271462492,1.481641113875777,,,
A2ML1,3.880326282253867,0.0077378126219771,1.179194020867502,,,
SPC24,1.8259415653855695,0.1241618605937778,0.9380255432650988,,,
DPY19L3,-0.73159856552052,0.4794103441956505,-0.3077034564801226,,,
EXOC8,2.6209214421268725,0.0134594204960393,0.4781674976012395,,,
C1orf210,2.6914359869370044,0.0578342202519161,1.5655541123492147,,,
LSM14B,3.346623150185411,0.0074796833727798,1.60354414795553,,,
CTPS1,5.945819957627696,3.5039722427975177e-06,1.8389956959457296,,,
CTSB,,,,-3.417244328502601,0.0087468023166656,-1.4564049677497493
CTSK,-0.1635407694434484,0.8742624877301033,-0.0604486455692756,,,
PPM1L,-0.0792874898185304,0.9375778991223676,-0.0313179022409359,,,
MB21D2,1.2790394640932772,0.209339084250921,0.4091407227870862,,,
CTSS,0.6638194168607994,0.5234865736974283,0.2791597925441127,,,
XXYLT1,0.4445552403370386,0.6588616814713302,0.1280223143511426,-0.3607425473542921,0.7479008347063534,-0.2476347105807711
CCDC50,4.329611922038671,9.400334727642471e-05,1.275110434198728,,,
CYC1,2.9076718985986463,0.005350936521826,0.7291870676570428,,,
SNRNP48,2.528401910070678,0.0293068600277738,1.0125069996216411,,,
MBOAT1,1.980531771666847,0.0689803128432533,0.796947267072313,,,
CCDC167,0.6468919511096433,0.5636201785438133,0.3246134611078343,,,
GIMAP8,-0.1249826480236558,0.9011842529553836,-0.0303261636683593,,,
RBM33,1.3837677673136113,0.1844764004803653,0.4440722591525879,,,
TMEM65,4.9518263733024686,6.49848245074027e-06,1.1305791885358454,,,
FAM91A1,5.526010163930522,1.082700994820391e-06,1.3877160535836477,,,
SBSPON,-1.367843998550826,0.2953772050915252,-1.0761854902063244,,,
CYP11B1,-0.7524924261498868,0.4578545495557524,-0.2386013252966745,,,
CYP11B2,-0.9795469609319412,0.334734361702779,-0.2998988599012021,,,
DAB2,0.4448554504384263,0.6760027409325302,0.2047857575436973,,,
CNST,4.534579352088676,0.0100285845893326,1.5378473775829384,,,
DEFA1,,,,0.1047846161574278,0.91784976135741,0.0315744610687971
DEFA6,,,,0.334191805816252,0.7407907839311143,0.0796352515122467
GIMAP7,0.1037738113385461,0.9191103628008018,0.0448724598725071,,,
DHX36,8.82433052122676,1.6293229574321657e-07,3.309960420745061,,,
GIMAP1,-0.2686234558349487,0.790210175167527,-0.0718473825906369,,,
ADAMTS16,0.8525432519749564,0.4080319091095288,0.31709611225177,,,
ZNF384,3.273900281747728,0.0087432761434057,1.3035970628571998,,,
DHPS,3.101015663155083,0.010759146334068,1.3949478777167268,,,
DMD,-0.489604531671846,0.6643594578012858,-0.3229976957736236,-2.777316385666586,0.0101698204188508,-0.9594761462544364
DNASE2,3.232537441838693,0.009307770478994,1.573896317680586,,,
DNM2,1.8213704228012215,0.1150391455550945,1.2727598748291529,,,
DNMT1,2.7230177365045987,0.0191535558062126,1.2081973928897338,,,
DPH2,1.7281019249887366,0.1288036720266748,0.5071649935259146,,,
DPYSL2,,,,-2.4694772584036624,0.0203940621497893,-0.7649584289003531
DSP,1.262272675912966,0.2301824170039813,0.5541403682315713,,,
DVL3,2.857645714553552,0.0066146994009884,0.857773296533983,,,
E2F3,2.563861420259962,0.0258153315277898,1.1183819804057475,,,
TYMP,,,,0.3512046381269399,0.730000366595313,0.1464490494236255
ECH1,1.5700968326591718,0.1496468843619031,1.0041011873358674,,,
ECM1,-1.23655326440559,0.2315577030413322,-0.2800769258764915,,,
ECT2,4.237514712114067,0.000109443277806,1.2101574457756703,,,
EEF1A2,0.1015406564154184,0.9209263729387922,0.0405104120720464,,,
AGO3,3.2791852763067504,0.005535571813893,1.4512323046900444,,,
EEF1D,5.842947425080244,1.2805450236080636e-06,1.6912072210770626,,,
EHHADH,3.396932721747352,0.0016729657720879,1.032601120766279,,,
DCP1B,3.6319579250507807,0.0098008758504476,1.6872050377614047,,,
AHSG,-0.7401677168622322,0.4634927752890851,-0.2162458136285037,,,
EIF4A2,4.990259713225968,3.372174194754219e-05,1.6343071796520627,,,
EIF4G1,7.82852944068538,1.0395126581464596e-09,2.297995122383655,,,
SERPINB1,0.9986278295934004,0.3368926012722607,0.437767571415713,,,
KRTCAP2,-0.3108514436383578,0.7635016643902504,-0.1221500297780324,,,
IBA57,2.287286310371864,0.0585989561595841,0.6922568085732745,,,
RPL22L1,-1.3475822069478047,0.1865353962487476,-0.4312988339682341,,,
CTTN,3.59067313114324,0.0045952085287068,1.642029089815693,,,
ENO2,1.1805282417256904,0.2691456310192386,0.5472162893648828,,,
ENSA,4.071603833821824,0.0032342693444978,1.9285246844381465,,,
ADCK5,3.0617429929179343,0.0049061929859174,0.9905874273051476,,,
R3HCC1,,,,-1.5925379604174998,0.1263072303928934,-0.4887927661293025
DMTN,,,,0.3195432105740826,0.7577474134519961,0.1914482538326454
EPHB3,3.2234857966754515,0.0026884609779788,0.9800204608388384,,,
EPHX1,3.56142322659837,0.0055281998839402,0.8824247377535002,,,
EPHX2,,,,-5.930926258702377,2.1065662338172785e-06,-1.5924493155315993
NR2F6,2.545159266759389,0.0375265251390234,1.315266432551348,,,
AKT2,3.2104541900476287,0.01637456452343,2.1418147400411542,,,
FBL,-0.7461139812325175,0.4673294430089451,-0.2681815707631785,,,
ETV6,3.657931273610489,0.0113278577134789,1.130236645389135,,,
MECOM,3.605758303286029,0.0007173008911354,0.9479178151693154,,,
EYA2,-0.0592888596955415,0.953737212575414,-0.0228030023064854,,,
EZH2,1.263718570411291,0.2279982032299676,0.5044117897287612,,,
F13A1,0.1978485003245945,0.8463462890965047,0.0859962837543497,,,
FAAH,1.358308599708543,0.2142653756645152,0.9148505697944306,,,
PTK2B,,,,-2.119174674625302,0.0491638939240854,-0.7183161448928428
FBLN1,,,,-0.8269849503462283,0.4250859176739355,-0.3984134471524925
FARSA,0.7426253268065046,0.4660213655301106,0.2213055066821751,,,
FCGR1A,-1.3080859640873468,0.2222654718175429,-0.4963161827940857,,,
KDM1B,1.1825172202671583,0.2736001973053335,0.6531707305958044,,,
FDFT1,,,,-3.3161325826472843,0.0054709922295089,-1.094721433809804
FDPS,2.4128541899724696,0.0541553043530525,1.3045899151512552,,,
FH,2.516273728557829,0.0387498056219409,0.9584916956108668,,,
FHL3,0.9518844159817844,0.3533995585892593,0.3011683807812469,,,
COG2,0.8774737902091843,0.4143569653205755,0.4261823013945827,,,
MRAS,-0.6269894232032955,0.5389858664347618,-0.2216473432954068,,,
PUF60,5.9023974810018345,2.814715757836215e-07,1.5186390198306612,,,
FKBP4,4.95523070638299,0.0006468634983744,2.0503975904675804,,,
ZHX2,0.9574432283411292,0.3432586880989251,0.246743229831044,,,
FOXJ3,3.6513394207602894,0.0037326812763221,1.6296456853951629,,,
UBOX5,1.1226422268017415,0.3503767385809957,0.7703595206934912,,,
DENND3,2.029128855888555,0.0521412129591397,0.6525607467532195,,,
NCBP2,1.494626154783506,0.1425696634209333,0.4429820937102473,,,
SIRT2,3.201612309491267,0.0092347160685682,1.666297314326311,,,
CCT5,0.6249914882190819,0.5467512301052189,0.2827032755185035,,,
TPX2,1.6857063178764535,0.1578511441640288,0.9591294379292932,,,
PAXIP1,1.8301847303898595,0.091026445064201,0.7762729917438506,,,
MYH15,0.6494739090102681,0.5464292745945801,0.2012871351124182,,,
STK38L,3.455062779043633,0.011536922828507,1.9923745306275684,,,
RBM34,1.9509633737237388,0.0800046268335633,0.6452713981899448,,,
XPO7,,,,-9.541440032099676,1.76962350165395e-07,-3.855724516953837
CMTR1,1.540131393219776,0.1565007472734742,0.7253454595130641,,,
ERC1,8.282417163638936,1.890518187683079e-05,2.7602000125029584,,,
SIPA1L3,1.8384122460126675,0.0963925248227713,0.8763672523592644,,,
AKR1B1,0.4749949516069193,0.6445840840429917,0.1988419825138657,,,
POGZ,1.189209353699782,0.276630382637488,0.8316105879394559,,,
GRAMD4,,,,-3.0211349415300446,0.0083489397790481,-1.3860893032735455
NUP205,1.2231041839978818,0.251220340776926,0.5079927539143089,,,
EFR3A,3.940913337873591,0.0003042015784264,1.0540808831425552,,,
ATP11B,2.322253152112509,0.0263112529910965,0.7231240507112052,,,
FAM168A,1.880816961589975,0.1119223465108086,1.0897522601710423,,,
SULF1,1.0136321322093318,0.4018277261383103,0.5516388339531553,,,
BOP1,2.739780906107843,0.0089655277934259,0.7578510535867072,,,
RPRD2,2.574502928942187,0.039967965046128,1.832850662895384,,,
KIF13B,,,,-2.6769622262878587,0.0192676674821275,-0.9652300441995836
SIN3B,4.654662964138688,0.0010475489599695,1.6721885675916115,,,
SZT2,1.5932508071277585,0.1344869491751947,0.464960681994048,,,
U2SURP,2.8119644419142618,0.01299054173597,0.8531371297334446,,,
HAUS5,0.2264904433330725,0.825672009034151,0.0918461156713881,,,
VPS8,0.0266635626925857,0.9788538163483052,0.0078066332362894,,,
CRTC1,2.477991919287043,0.1111409319209707,1.4023558097844322,,,
SMG5,2.7491850859498945,0.0180466350217279,0.7816964309891449,,,
MAU2,0.1904474033630419,0.8542074783390581,0.0515169943287088,,,
SIRT5,2.319979578798712,0.0383195267482826,1.0148106242464574,,,
ABCB10,1.1879872285106423,0.2677574236341833,0.4458687747261006,,,
BRD4,6.622005094124132,8.073661048240409e-06,2.6133164637208,,,
POFUT1,2.9724667122142168,0.049481171616364,1.7292389183629278,,,
SCRIB,8.889760912654237,5.553238915438083e-12,2.288411072508032,,,
SLC39A14,,,,-3.354120460802543,0.0021741616031858,-0.910174475599272
ACAP2,6.334933654143013,3.323043212953412e-07,1.9415005037214197,-5.367751003201776,0.0080337291343269,-2.1841370020432973
SNAPIN,2.1493270537224167,0.0517512113747642,0.7254101190407864,,,
CLEC5A,1.248781903845814,0.2280873894329811,0.4441732765856896,,,
MKRN1,0.213900476997509,0.8431618553384228,0.1893631058391896,,,
ZMYND8,0.3148913520770854,0.7587898784650831,0.1329805271170979,,,
PLD3,4.643531552183905,0.0160231984327062,3.778029006330207,,,
PLXNB2,,,,-5.019850693480167,3.988421584270246e-05,-1.8469451982983585
FKBP8,11.551736672981308,1.806501067783208e-14,1.9178121024506916,,,
BRD1,,,,-3.4349338882463547,0.0042947436241716,-1.5702181983793575
ARHGAP8,,,,-1.5561702431625202,0.174257401724979,-0.8888744033460294
FTSJ1,0.8504137841476025,0.4511563154736526,0.628484891563475,,,
PRPF6,1.6143069963442451,0.1565624566807585,0.8705317918856079,,,
RICTOR,2.3078476246082413,0.07658063552235,1.3965619053352811,,,
UBN2,2.3658872138364204,0.041365408522354,1.0403790698182276,,,
NAALADL2,1.8325049023381328,0.0732715999465255,0.5103586747974788,,,
TBC1D22A,,,,-2.8319233998199853,0.0120982436806236,-1.3207153402444871
PGLS,3.916165413608495,0.0098859715504473,2.940284914070363,,,
SAMM50,,,,-2.009245584050535,0.0708562488950554,-0.8931836710570086
ATXN10,,,,-3.713073864034296,0.0018513754948921,-1.5825030683176924
NIPBL,1.865043484032902,0.1139960596549576,0.9641622749544252,,,
ARMC8,0.666088063018246,0.5209377914691716,0.3107131607084706,,,
DCAF13,-0.0501281313027834,0.9603642532482968,-0.0157808119990851,,,
GALNT2,2.301228984580947,0.0516904709948322,0.948525460295397,,,
AHCTF1,2.5511191422546853,0.0300628668170546,0.7919382182923701,,,
WWTR1,1.8938428975285155,0.0751109853897009,0.7018473979337463,,,
KANK2,0.8880924200199282,0.4097560277401181,0.5331079107540416,,,
GAPDH,3.2978070287004355,0.0103458421525464,1.6550989023209992,,,
NECAP1,3.3064331669189326,0.0193103619269921,2.435989418212504,,,
AOC1,-0.702715633696113,0.5069229575085635,-0.3091779479238703,,,
TENM4,-1.19853054317726,0.2494481866258044,-0.3687937014455966,,,
FAM32A,3.468502954365816,0.0116694185451375,2.281221865016882,,,
SS18L1,0.7167038725954242,0.4903713726019121,0.3392516781121233,,,
UBXN7,6.537979251495606,1.1253675861738113e-07,1.946061227345639,,,
RAI14,3.5198058725620918,0.0058169149191749,1.0786173058033408,,,
LSM14A,6.045572059550384,0.0001396789553142,2.324370418472057,,,
CHTOP,1.464782630976356,0.1648180268425563,0.4892736970015398,,,
FGFR1OP2,1.8588323298650784,0.1266407860173047,1.0248028544199466,,,
MTG2,3.804215279774018,0.0061582617310325,1.6467925824947156,,,
GMEB2,0.5932859618157094,0.5649617424793346,0.1942933981121842,,,
FBXL6,3.212022446297467,0.0028000178463836,0.9144144456345966,,,
MYCBP,2.8030829980451983,0.0111877703963361,0.9690549623432776,,,
GCDH,6.358387951996509,9.414398948850454e-05,3.1015618570798598,,,
AGO1,2.5162035463619485,0.0249882116418436,1.1347894002204544,,,
OPLAH,4.951204960155637,1.0980369390642274e-05,1.3435337090956931,,,
COPG2,1.124286596372898,0.3058850615564996,0.6290195230007092,,,
PABPC1,2.4058997091209124,0.0215398295145399,0.7188296781086961,,,
AKAP8L,5.073742383602181,0.0001455022355884,2.0124998213640577,,,
FETUB,-1.437985665252944,0.1612996919939017,-0.4869285395150877,,,
TPK1,-0.294641684984728,0.7749042644951012,-0.1324457752772735,,,
TRAPPC3,2.763313178833797,0.0144341473366931,1.0951266181617412,,,
AGO2,3.882298211689993,0.0003847830508003,1.0910314284278235,,,
GPKOW,4.448811836760735,0.0066706093230073,2.4209709319348485,,,
GOLIM4,3.568422644875564,0.0009021333796287,1.0301148873006314,,,
EIF3K,0.9402822697849028,0.3736768708115082,0.6517427814213874,,,
GMDS,2.966885687320396,0.008408019677491,1.072421058139133,,,
GMPR,2.5067891809496343,0.0258056587291991,1.080109053650893,,,
GPI,3.5487950372342527,0.0039272040138715,1.0979720575602545,,,
PGM2L1,1.7858609127945986,0.1217727275412224,1.2537959441761273,,,
KCTD21,3.456804346680634,0.0032403802312074,1.0609537963061304,,,
KCTD1,0.9207180584702228,0.4039064429402908,0.6217446386252617,,,
ANK1,-1.3570474528540564,0.2134958631998714,-0.4425499431017188,,,
NSMCE2,-0.4729785811754484,0.6397680586638723,-0.1452528753470627,,,
FAM83H,4.844792109739041,1.3461520310360512e-05,1.134164426217123,,,
LIN9,1.9050137666038915,0.1016651673395623,0.7059963242604996,,,
CCDC22,0.6876161754788916,0.5246660976330222,0.4429434685986815,,,
LAMTOR2,-1.5581840609832738,0.1530313518578471,-0.4650936691419833,,,
TMEM176B,-0.3649675163976991,0.7180658537080203,-0.0951121338528045,,,
AAMDC,3.6119073864129096,0.0045738782808871,1.4009315206727888,,,
C19orf53,2.761080019602748,0.0157517722594175,1.21564285244248,,,
COMMD5,1.7245274239845474,0.0924320041922991,0.4915376056859319,,,
MRPL13,1.6951110251445476,0.0973674195405235,0.4669663948979913,,,
ATAD2,2.0634153069732317,0.0471005995919744,0.5906490384743025,,,
WDR91,1.321087153415429,0.2130418205373721,0.5167992977718407,,,
BABAM1,2.5139748913675537,0.0440135419494271,1.953481152135731,,,
MRPL15,-0.2054397455087907,0.8450634616751308,-0.0849912605500699,,,
GTF2E2,,,,-4.758495533644016,0.0002935809983082,-1.4574086968019346
PARVB,,,,-0.3490911698433623,0.732461737484245,-0.1483646925964829
REPIN1,3.561440222534216,0.0027510656838774,1.3799650123495584,,,
GUK1,1.1913659247618245,0.2938488207944521,0.7434728096680171,,,
CNOT7,,,,-2.6868088176874707,0.0192231117068806,-1.0577652854677142
GNL2,2.856869422875286,0.0109452506197111,0.9846510895580622,,,
CPSF1,-0.7179203107857648,0.4768392818230572,-0.200007097585436,,,
HOOK2,2.2972250785342663,0.0399554522853278,0.8983607321578592,,,
GYG1,5.866709061845793,3.010936588923013e-06,1.7048301556911925,,,
PYCR2,0.6800258885927337,0.5407051909921695,0.4206051028596566,,,
CERS2,2.7933680341287315,0.0286987644713965,1.7696505906963378,,,
TNPO2,3.527617405345749,0.0063952744693716,1.9355360227915497,,,
HCK,1.1557963437881775,0.3190620253964447,0.6123839259641323,,,
NRG1,,,,1.2492706092017145,0.2446583126175903,0.6410127442337955
HNRNPL,2.216182956582669,0.0482746441817243,0.9948408106612068,,,
HSF1,6.070477684516047,3.08886889288534e-07,1.6801886299586155,,,
DNAJB1,6.172961756788124,7.97955669971613e-05,2.974092135955605,,,
ICAM1,1.9724025159722045,0.0705052164751825,0.7818180143120141,,,
ICAM3,-0.8104782362144427,0.4294522427420555,-0.2953074978045433,,,
NRBP2,5.513069823607995,1.289474179077066e-06,1.4636846726462334,,,
PALM3,0.8842354597543706,0.3915932240737013,0.3738494117753126,,,
APOD,0.4122117520739349,0.6823117813606996,0.1228175338671247,1.104759272419956,0.355731585137472,0.5735053857921617
NMNAT3,1.5814045699971664,0.1454144377528974,0.7122681124090262,,,
IL1RAP,2.6176665221076347,0.0144838177370916,0.8550797871495018,,,
IRF2BP2,3.691120810440588,0.0022894400897137,1.0818455818211523,,,
ILF2,0.5277240676254528,0.6042410131135414,0.1425465886592374,,,
ILF3,3.258234283155501,0.0075858305854523,0.9878931131727998,,,
INPP5B,3.298535533336852,0.0046816887903848,1.3548671626177191,,,
INPPL1,4.942077738069619,0.0013712367082863,3.113240423329481,,,
EIF3E,-0.3282140959819129,0.7443923725374924,-0.0960356622612434,,,
ITPR2,2.072358375517327,0.0688908969727612,1.161907375939459,,,
JUNB,1.3967439547819758,0.1772978958816549,0.4151862377179436,,,
GSTK1,2.9595998784386106,0.0129904983293339,1.5546336127453115,,,
TMEM205,1.795373477834452,0.1197414090106173,0.8829861058466486,,,
SLC27A1,1.9520992260277377,0.1025428464901765,1.2535408753706858,,,
KNG1,-1.2689319300593758,0.2111764257216259,-0.3613784525899868,,,
KPNA4,5.692678330433136,1.7883179926715757e-05,2.143929709380373,,,
