Gene,Entrez ID,Regression Coefficient (Effect Size),P-value,Sample Size,R-squared,P-value (FDR),Significant (FDR<0.05)
IGF2BP2,10644,0.16520780859286216,0.041989230241716795,119,0.034875589602504475,0.06353253544138718,False
SPINT2,10653,0.47628835616438353,5.1473526855553815e-20,119,0.5133293293312218,1.132417590822184e-17,True
PMVK,10654,0.1580708200636943,0.0012924451461741042,119,0.08503160269369425,0.002692594054529384,True
KHDRBS3,10656,0.25035487867836864,0.0011949943806807582,119,0.0861679132757075,0.0024942956712501597,True
FARS2,10667,0.19527424808334964,6.0510695572036136e-12,119,0.3337279741749356,8.644385081719447e-11,True
DCTN6,10671,0.08288188291139241,0.005889626525390191,119,0.06302116912774036,0.010638077467864056,True
EBP,10682,0.0880935331230284,0.12360179392280479,76,0.03174346144593687,0.16826976895431348,False
POLD3,10714,0.1689338559119196,7.4250349983512e-05,119,0.12606605978322516,0.00020166761723916838,True
SLC12A7,10723,0.19958073577809113,8.70361841469118e-09,119,0.24737244088867327,5.598818863251636e-08,True
CTSC,1075,0.14294661636406508,0.0024886429612918943,119,0.07552439191404225,0.004897150728839148,True
GIPC1,10755,0.16233996113989632,2.4403511077779203e-09,119,0.26318842455976255,1.8386206976408987e-08,True
NUP50,10762,0.16534578152753104,6.363499137414881e-06,119,0.16044692106486957,2.1671359291505787e-05,True
ZMYND11,10771,0.09559306225591548,4.665005923512013e-05,119,0.132643878713949,0.0001329405833125185,True
POP4,10775,0.010506384627305134,0.6907932699027817,98,0.0016554414862631761,0.7449731342088822,False
RPP40,10799,0.06543445229681981,0.0263031358105019,117,0.042191975331455356,0.041674706282850936,True
STARD10,10809,0.2089346149337709,2.0119012368416324e-05,116,0.1479819554799391,6.130446982065916e-05,True
ADAM28,10863,0.23595584415584414,0.006797366175248474,51,0.14016842230581184,0.012001770132862473,True
TSPAN9,10867,0.08502857850420999,0.0032413823392367855,110,0.07745018056026587,0.00628839607259341,True
ME3,10873,0.14797108976871828,0.0015707647067722788,119,0.08220335468804663,0.003226745503113256,True
SUB1,10923,0.25644947183098593,1.9441326772801167e-11,119,0.3205246465913707,2.458098787365665e-10,True
SF3A3,10946,0.034301450249711846,0.05298088415146136,119,0.03163011578038999,0.07843737895909489,False
EBNA1BP2,10969,0.01274872196768749,0.7070057649104163,119,0.0012120096487581167,0.7594788490248613,False
SLC27A3,11000,0.13639587345254464,0.021654792316547353,119,0.04425421704048449,0.03496321489359338,True
TMED1,11018,0.17987109277708596,2.2010500397715044e-10,119,0.2922759491757353,2.161745574775585e-09,True
TDRKH,11022,0.09408987341772153,0.023366951031078,117,0.043905530417753025,0.037523570998811394,True
RBPMS,11030,0.3349482914880587,2.2081892315137995e-06,114,0.18202459347187605,8.318521077620477e-06,True
ADRM1,11047,0.061452105263157884,0.0141021023838154,119,0.050403405971995885,0.023755455776718132,True
OGFR,11054,0.1765316939890711,6.261172701896667e-09,119,0.25149859320943857,4.2524329369827224e-08,True
TPPP,11076,0.11783058082575235,0.2689231227594461,67,0.01877013283201856,0.33578012412867064,False
CHD4,1108,0.012347266014767511,0.5967681655074475,119,0.002399648843994684,0.6644179980346075,False
DIDO1,11083,0.10670348027842225,0.0006075563544501118,119,0.09595561439647082,0.0013393025849601664,True
PRSS23,11098,0.20987164383561635,0.0174702883638027,75,0.07494772995243693,0.028768438922429595,True
POLR3A,11128,0.02765405480984341,0.2879848618409057,117,0.009811838025967856,0.3551382825392335,False
